Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building
VBD38986,Profondeville,5170,1650.00,House,House,Rent,5,271 ,1,False,,43 m²,782 m²,4,False,Normal
VBD38954,Hasti&#xE8;re-par-del&#xE0;,5541,180000.00,House,House,Sale,5,,,,,False,True,3,,To be renovated
VBC95078,Celles,5561,148000.00,House,Bungalow,Sale,2,64 ,1,False,,True,True,4,,
VBD38934,Rochefort,5580,110000.00,House,House,Sale,3,,,,,False,True,2,,To be renovated
VBD38839,Membre,5550,599000.00,House,Chalet,Sale,6,302 ,1,True,,20 m²,800 m²,4,False,Excellent
VBD38832,Hasti&#xE8;re-par-del&#xE0;,5541,90000.00,House,House,Sale,2,65 ,,True,True,15 m²,42 m²,,,To be renovated
VBD38783,Jambes,5100,960.00,Appartment,Flat,Rent,2,80 ,,False,,12 m²,False,,,New
VBD38771,Erpent,5101,350000.00,Appartment,Flat,Sale,1,85 ,,False,,8 m²,False,2,False,Excellent
VWD15231,Vresse-sur-Semois,5550,239000.00,House,House,Sale,3,160 ,1,,,True,True,2,,Normal
VBD38665,Dinant,5500,125000.00,Appartment,Duplex,Sale,2,91 ,1,False,,False,False,3,False,Normal
VBD38663,Dinant,5500,120000.00,Appartment,Duplex,Sale,2,91 ,1,False,,False,False,2,False,Normal
VBD38662,Couvin,5660,84000.00,Appartment,Flat,Sale,3,145 ,,False,,False,False,,False,Normal
VBD38660,Couvin,5660,120000.00,Appartment,Flat,Sale,2,119 ,1,False,,False,False,,False,Normal
VBD38659,Couvin,5660,185000.00,Appartment,Flat,Sale,5,440 ,1,False,,False,False,,False,Normal
VBD38653,Yvoir,5530,900.00,House,House,Rent,3,194 ,1,False,,True,True,3,False,Fully renovated
VBD38652,Anh&#xE9;e,5537,280000.00,House,MixedBuilding,Sale,4,213 ,1,False,,True,False,3,False,To renovate
VWD15227,Gembloux,5030,1700.00,House,Villa,Rent,4,240 ,1,,True,66 m²,True,,,
VBD38626,Floreffe,5150,875.00,Appartment,Flat,Rent,2,,1,False,,False,False,4,False,Fully renovated
VBD38620,Oignies-En-Thi&#xE9;rache,5670,148000.00,House,House,Sale,2,61 ,,,,55 m²,1000 m²,4,,
VBD38600,Namur,5000,1000.00,Appartment,GroundFloor,Rent,2,90 ,1,False,,True,False,2,False,Excellent
VBD38526,Beauraing,5570,345000.00,House,MixedBuilding,Sale,2,315 ,,False,,True,False,2,False,Normal
VBD38487,Grand-Leez,5031,595000.00,House,House,Sale,5,350 ,,False,,25 m²,1100 m²,2,,To be renovated
VBD38485,Gembloux,5030,250000.00,Appartment,Flat,Sale,2,84 ,,False,,False,False,,,To be renovated
VBD38455,Jambes,5100,865.00,Appartment,Flat,Rent,2,95 ,1,False,,4 m²,False,2,False,Normal
VBD38419,Jambes,5100,220000.00,House,House,Sale,2,130 ,,False,,15 m²,80 m²,2,False,To be renovated
VBD38328,Houyet,5560,139000.00,Appartment,Flat,Sale,2,84 ,1,False,,False,False,2,False,New
VBD38307,Ligny,5140,298000.00,House,House,Sale,4,200 ,,,,20 m²,115 m²,3,,
VBD38281,Vedrin,5020,445000.00,House,House,Sale,5,185 ,1,,,True,True,4,,
VBD38236,&#xC9;ghez&#xE9;e,5310,239000.00,House,House,Sale,1,87 ,,,,True,True,4,,
VBD38226,Agimont,5544,109500.00,House,House,Sale,1,76 ,1,,,False,365 m²,4,False,To be renovated
VBD38209,Ciney,5590,800.00,Appartment,Flat,Rent,2,75 ,1,False,,False,False,,False,Normal
VBD38176,Houyet,5560,139000.00,Appartment,Duplex,Sale,2,68 ,,False,False,False,False,,,New
VBD38175,Houyet,5560,179000.00,Appartment,Duplex,Sale,2,90 ,,False,False,False,False,,,New
VBD38172,Houyet,5560,159000.00,Appartment,Flat,Sale,1,65 ,,False,False,21 m²,False,,,New
VBD38169,Houyet,5560,175000.00,Appartment,Flat,Sale,2,80 ,,False,False,False,False,,,New
VBD38168,Onhaye,5520,250000.00,House,House,PublicSale,3,,,,,False,True,2,,
VBD38166,Onhaye,5520,210000.00,House,House,PublicSale,3,,,,,False,True,2,,
VBD38117,Hamois,5360,355000.00,House,Villa,Sale,2,93 ,,False,,True,True,3,,New
VBD38113,Andenne,5300,1000.00,Appartment,Flat,Rent,3,111 ,,False,,10 m²,False,,,New
VBD38084,Dinant,5500,850.00,Appartment,Flat,Rent,2,105 ,,False,,2 m²,,2,,Normal
VBD37994,Villers-en-Fagne,5600,105000.00,House,Chalet,Sale,2,60 ,,True,,False,False,,,To be renovated
VBD20356,Anh&#xE9;e,5537,230000.00,House,House,Sale,4,156 ,,False,False,15 m²,262 m²,,,Normal
VBD37930,Namur,5000,1950000.00,House,House,Sale,5,670 ,,False,,True,True,4,True,
VBD37816,Agimont,5544,110000.00,House,House,Sale,2,131 ,,False,,True,28 m²,2,False,Normal
VBD37810,Ohey,5350,425000.00,House,House,Sale,4,200 ,,False,,30 m²,True,4,,
VBD37796,Arsimont,5060,385000.00,House,Villa,Sale,3,253 ,,,,False,True,4,,To be renovated
VBD37713,Auvelais,5060,198000.00,House,House,Sale,3,102 ,,False,,,355 m²,2,,
VBD37648,Florennes,5620,168000.00,House,House,Sale,1,148 ,,,,11 m²,11 m²,1,,
VBD37630,Surice,5600,325000.00,House,House,Sale,7,,,,,False,True,,,
VBD37627,Malonne,5020,349000.00,House,House,Sale,5,196 ,,False,,True,True,4,,To be renovated
VBD37615,Tamines,5060,370000.00,House,Villa,Sale,4,145 ,1,False,,36 m²,1533 m²,4,False,Excellent
VBD37586,Ham-sur-Sambre,5190,129000.00,Appartment,Flat,Sale,2,133 ,,,,False,False,3,,
VBD37585,Moustier-Sur-Sambre,5190,298000.00,House,Villa,Sale,3,140 ,,,,30 m²,600 m²,4,,
VBD37491,Vresse-sur-Semois,5550,295000.00,House,House,Sale,1,65 ,,True,,38 m²,True,4,,
VBD37389,Namur,5000,225000.00,Appartment,Flat,Sale,3,90 ,,False,,False,False,3,,Normal
VBD37388,Namur,5000,870.00,Appartment,Flat,Rent,1,90 ,1,False,,True,True,,False,Fully renovated
VBD37372,Hanzinelle,5621,250000.00,House,House,Sale,5,389 ,,False,,False,True,,,To be renovated
VBD37369,Bouvignes-sur-Meuse,5500,99000.00,House,House,Sale,3,,,,,True,True,,,
VBD37359,Cerfontaine,5630,279000.00,House,House,Sale,3,230 ,,False,,True,True,4,,Normal
VBD37287,Beauraing,5570,275000.00,House,House,Sale,1,,,False,,False,1395 m²,3,,
VBD37237,Jambes,5100,245000.00,Appartment,Flat,Sale,2,80 ,1,False,,8 m²,False,2,False,Normal
VBD37236,&#xC9;ghez&#xE9;e,5310,355000.00,Appartment,Flat,Sale,2,88 ,1,False,,16 m²,76 m²,4,False,New
VBD37218,Buissonville,5580,1160.00,House,House,Rent,4,190 ,,,,True,True,3,False,Excellent
VBD37176,Berz&#xE9;e,5651,350000.00,House,Villa,Sale,3,180 ,,,,30 m²,500 m²,4,,
VBD37171,Mariembourg,5660,60000.00,House,House,Sale,2,101 ,,,,6 m²,80 m²,4,,
VBD37140,Malonne,5020,185000.00,House,House,Sale,3,255 ,,,,True,702 m²,,,To be renovated
VWD15183,Yves-Gomez&#xE9;e,5650,165000.00,House,House,Sale,4,120 ,1,,False,34 m²,True,2,False,Normal
VBD37008,Florennes,5620,250000.00,House,House,Sale,2,117 ,,False,,False,True,4,,To be renovated
VBD36967,Arsimont,5060,109000.00,Appartment,Flat,Sale,1,63 ,,False,,False,False,3,,Normal
VBD35688,Havelange,5370,325000.00,House,Villa,Sale,4,158 ,,False,False,False,733 m²,,,New
VBD35695,Havelange,5370,310000.00,House,House,Sale,3,135 ,,False,False,False,496 m²,,,New
VBD36869,Sombreffe,5140,900.00,Appartment,Flat,Rent,2,74 ,1,False,,2 m²,False,3,,New
VBD36510,Sombreffe,5140,285000.00,House,House,Sale,4,154 ,,False,,True,True,4,,Normal
VBD32998,Namur,5000,700.00,Appartment,Duplex,Rent,1,50 ,1,False,,False,False,2,False,Normal
VBD36463,Namur,5000,499000.00,House,House,Sale,4,190 ,,False,,25 m²,True,3,,
VBD36462,Pondr&#xF4;me,5574,240000.00,House,House,Sale,5,,,,,True,True,4,,
VBD36448,Namur,5000,675.00,Appartment,FlatStudio,Rent,,53 ,1,False,,False,False,,False,Fully renovated
VBD36295,Hamois,5360,385000.00,House,House,Sale,4,177 ,1,,,True,True,4,,Excellent
VBD36243,Somme-Leuze,5377,595000.00,House,House,Sale,4,240 ,,,False,False,True,4,,Excellent
VWD15163,Noville-les-Bois,5380,120000.00,House,House,Sale,3,196 ,,,,,,2,,To be renovated
VBD36172,Ohey,5350,395000.00,House,House,Sale,6,190 ,,False,False,36 m²,5600 m²,,,To be renovated
VBD36171,Ohey,5350,249000.00,House,House,Sale,3,133 ,,False,False,15 m²,450 m²,,,Normal
VBD36167,Barvaux-Condroz,5370,350000.00,House,House,Sale,3,157 ,,False,False,False,False,,,New
VBD36113,Wavreille,5580,259000.00,House,House,Sale,3,130 ,,False,,False,711 m²,3,,
VBD35946,Fernelmont,5380,580000.00,House,House,Sale,5,400 ,,,False,108 m²,True,,True,Normal
VBD35936,Rochefort,5580,275000.00,House,House,Sale,3,116 ,,False,,True,True,3,False,New
VBD35829,Blaimont,5542,60000.00,House,Cottage,Sale,2,45 ,,True,False,20 m²,295 m²,,,Normal
VWD15142,Namur,5000,600.00,House,MasterHouse,Rent,6,180 ,,,,True,True,2,,Excellent
VBD35730,Sauveni&#xE8;re,5030,475000.00,House,House,Sale,3,193 ,,False,,11 m²,True,4,,Normal
VBD35693,Havelange,5370,275000.00,House,House,Sale,3,120 ,,False,False,False,352 m²,,,New
VBD35690,Havelange,5370,275000.00,House,House,Sale,3,120 ,,False,False,False,352 m²,,,New
VWD13378,Biesme,5640,394000.00,House,Villa,Sale,3,190 ,,,,True,True,3,,Excellent
VBD35655,Rochefort,5580,160000.00,Appartment,Flat,Sale,2,72 ,1,False,,False,False,2,False,Normal
VBD35644,Namur,5000,333447.00,Appartment,Flat,Sale,2,88 ,,False,,8 m²,False,,,New
VBD35459,Mesnil-&#xC9;glise,5560,275000.00,House,House,Sale,4,,,True,,True,True,4,False,Normal
VBD35434,Haut-le-Wastia,5537,399000.00,House,House,Sale,3,230 ,,False,,20 m²,700 m²,,,New
VBD23812,Dailly,5660,34500.00,House,House,Sale,3,,,,,False,True,,,
VBD35345,Bi&#xE8;vre,5555,190000.00,House,House,Sale,3,222 ,,False,,False,800 m²,3,False,To renovate
VBD35331,Noiseux,5377,345000.00,House,House,Sale,4,141 ,1,False,,32 m²,588 m²,4,True,Normal
VBD35312,Anh&#xE9;e,5537,289000.00,House,House,Sale,3,99 ,,False,,8 m²,333 m²,3,,
VBD35187,Anh&#xE9;e,5537,525.00,Appartment,FlatStudio,Rent,,61 ,,False,,False,True,,,
VBD35175,Rochefort,5580,325000.00,House,House,Sale,3,130 ,1,False,,16 m²,True,4,False,Normal
VBD35155,Baillonville,5377,310000.00,Appartment,Flat,Sale,2,100 ,,False,,True,True,3,,New
VBD34996,Mettet,5640,230000.00,House,House,Sale,4,145 ,,False,,False,400 m²,,,Normal
VBD34966,Andenne,5300,175000.00,Appartment,Flat,Sale,2,77 ,,False,,13 m²,False,2,,
VBD34832,&#xC9;ghez&#xE9;e,5310,3950000.00,House,House,Sale,7,1025 ,1,,,80 m²,50000 m²,4,True,Normal
VBD34773,Arsimont,5060,275000.00,House,House,Sale,4,,,,,False,True,3,,To be renovated
VBD34768,Namur,5000,190000.00,Appartment,Flat,Sale,1,68 ,,False,,2 m²,False,2,False,Normal
VBD34765,Seilles,5300,390000.00,House,Villa,Sale,4,,,,,True,True,,,
VWD15120,Jamoigne,6810,165000.00,House,House,Sale,3,220 ,1,,,False,False,,,
VBC97774,Gesves,5340,180000.00,House,House,Sale,1,,,,,True,1224 m²,,,
VBD34728,Namur,5000,315000.00,Appartment,Flat,Sale,2,90 ,,True,,10 m²,,,,Normal
VBD34674,Pondr&#xF4;me,5574,215000.00,House,House,Sale,4,166 ,,,True,False,True,3,,Normal
VBD34661,Haillot,5351,425000.00,House,House,Sale,4,200 ,,False,,30 m²,True,4,,
VBD34568,Hamois,5360,129000.00,House,House,Sale,2,120 ,,False,,False,True,3,,To renovate
VBD34567,Ciney,5590,165000.00,House,House,Sale,4,153 ,,False,,True,True,2,False,To be renovated
VBD34566,Ciney,5590,449000.00,House,House,Sale,5,207 ,1,,,True,447 m²,3,True,Excellent
VBD34549,Wanlin,5564,270000.00,House,House,Sale,5,153 ,,,,True,800 m²,,,Fully renovated
VWD15117,Gembloux,5030,950.00,Appartment,Flat,Rent,2,96 ,,,,8 m²,,3,,Excellent
VBD34402,Rochefort,5580,700.00,Appartment,Flat,Rent,2,72 ,1,False,,False,True,,False,Normal
VBD34376,Seilles,5300,295000.00,House,House,Sale,4,146 ,,False,,False,False,,,
VBD34370,Fosses-la-Ville,5070,299000.00,Appartment,Flat,Sale,2,93 ,1,False,,14 m²,False,,False,New
VBD34342,Bois-de-Villers,5170,280000.00,House,Villa,Sale,3,125 ,,,,True,False,4,,
VWD15113,Gembloux,5030,750.00,Appartment,Triplex,Rent,1,64 ,1,False,False,False,,2,False,Normal
VBD34286,Dinant,5500,239000.00,House,House,Sale,3,152 ,,False,,True,120 m²,2,,
VBD34285,Beauraing,5570,245000.00,Appartment,Flat,Sale,2,68 ,,False,,4 m²,False,4,,New
VBD34283,Ciney,5590,315000.00,House,House,Sale,3,142 ,,False,False,20 m²,539 m²,,,Normal
VBD34251,Namur,5000,190000.00,Appartment,Flat,Sale,2,88 ,,False,,4 m²,False,2,False,Normal
VBD34233,W&#xE9;pion,5100,275000.00,House,Villa,PublicSale,3,,,,,True,True,,,
VBD34106,Gedinne,5575,260000.00,House,House,Sale,3,138 ,1,,,False,839 m²,2,,To renovate
VWD15106,Assesse,5330,1100.00,House,House,Rent,3,100 ,,,,True,True,3,,Excellent
VBD34025,Rochefort,5580,275000.00,Appartment,Flat,Sale,2,81 ,1,False,,5 m²,False,,False,Excellent
VBB74753,Beauraing,5570,69000.00,Appartment,Flat,Sale,3,78 ,1,False,,False,True,3,,Excellent
VBD33849,Namur,5000,205000.00,Appartment,Flat,Sale,1,68 ,,False,,1 m²,False,2,False,Normal
VBD33758,Dinant,5500,98000.00,Appartment,FlatStudio,Sale,1,40 ,,False,,False,False,,,
VBD33756,Roly,5600,120000.00,House,Chalet,Sale,2,,,,,True,True,4,,To be renovated
VBD33686,Namur,5000,285000.00,House,House,Sale,2,163 ,,False,,True,30 m²,2,,
VBD33683,Jambes,5100,480000.00,House,House,Sale,3,231 ,,False,,True,True,4,True,Normal
VBD33628,Bi&#xE8;vre,5555,225000.00,House,MixedBuilding,Sale,3,1000 ,,False,,,3000 m²,4,False,Normal
VBD33613,Blaimont,5542,65000.00,House,Chalet,Sale,2,40 ,,True,,True,False,4,,
VBD33570,Courri&#xE8;re,5336,575000.00,House,House,Sale,4,190 ,,False,,30 m²,1000 m²,4,False,Excellent
VBD33532,Houx,5530,369000.00,House,Villa,Sale,4,334 ,,,,False,True,4,,Excellent
VBD33522,Saint-Servais,5002,285000.00,House,House,Sale,4,,,,,True,True,3,,
VBD33521,Jambes,5100,890.00,Appartment,Flat,Rent,2,82 ,,False,,True,False,,,Excellent
VBD33520,Namur,5000,800.00,Appartment,Flat,Rent,1,55 ,,False,,False,False,,,New
VBD33514,Winenne,5570,159000.00,House,House,Sale,5,150 ,,False,True,20 m²,250 m²,,,To be renovated
VWD15091,Namur,5000,770.00,Appartment,FlatStudio,Rent,0,30 ,,,,True,True,,,Excellent
VBD33482,Walcourt,5650,170000.00,House,House,Sale,,139 ,,,False,False,762 m²,,,To be renovated
VBD33456,Andenne,5300,364000.00,House,House,Sale,5,286 ,,,False,30 m²,True,,,Normal
VBD33348,Waret-la-Chauss&#xE9;e,5310,549000.00,House,House,Sale,3,180 ,,False,,20 m²,1257 m²,4,False,Excellent
VBD33338,Boninne,5021,410000.00,House,House,Sale,5,223 ,,False,,30 m²,1432 m²,4,,
VBD33329,Namur,5000,1230.00,Appartment,Flat,Rent,2,125 ,1,False,,13 m²,False,,False,Excellent
VBD19583,Auvelais,5060,279000.00,House,House,Sale,3,145 ,1,,,True,400 m²,4,False,Normal
VBD33288,Mettet,5640,185000.00,House,House,Sale,2,100 ,1,False,,16 m²,150 m²,3,False,Normal
VBD33219,Maz&#xE9;e,5670,210000.00,House,MixedBuilding,PublicSale,,,,,,True,True,,,
VBD33218,Vaucelles,5680,250000.00,House,Villa,PublicSale,4,,,,,True,True,4,,
VBD33208,Anseremme,5500,395000.00,House,Villa,Sale,4,,,,,True,True,4,True,Excellent
VBD33163,Namur,5000,570.00,Appartment,FlatStudio,Rent,1,35 ,,True,,True,50 m²,,,
VBD33150,Beauraing,5570,229000.00,Appartment,Flat,Sale,2,80 ,1,False,,20 m²,90 m²,,False,New
VBD33134,Dave,5100,185000.00,Appartment,GroundFloor,Sale,2,80 ,1,False,,8 m²,False,4,False,Normal
VBD33133,Cerfontaine,5630,149000.00,House,MixedBuilding,Sale,4,194 ,,,,False,True,3,False,
VBD33132,Gembloux,5030,290000.00,House,House,Sale,2,102 ,,,,True,835 m²,4,,Normal
VBD33124,Ciney,5590,350000.00,Appartment,Flat,Sale,2,108 ,,False,,True,True,3,,New
VBD33123,Ciney,5590,335000.00,Appartment,Flat,Sale,2,103 ,,False,,True,False,2,,New
VBD33122,Assesse,5330,595000.00,House,House,Sale,6,343 ,,False,,60 m²,True,2,True,
VBD33089,Profondeville,5170,320000.00,House,Villa,Sale,3,,,,,False,False,4,,To be renovated
VBD33053,Dinant,5500,245000.00,House,House,Sale,2,112 ,1,False,,True,7 m²,2,False,Excellent
VBD32996,Belgrade,5001,260000.00,House,House,Sale,2,,1,False,,True,True,3,False,Normal
VBD32990,Ligny,5140,299000.00,House,House,Sale,4,160 ,,False,,27 m²,375 m²,3,,Normal
VBD32980,Beauraing,5570,330000.00,House,House,Sale,5,210 ,1,False,,True,True,4,False,Normal
VBD32973,Yvoir,5530,349000.00,House,House,Sale,3,125 ,,False,False,68 m²,298 m²,,,Excellent
VBD32971,Agimont,5544,220000.00,House,House,Sale,5,175 ,,False,False,95 m²,245 m²,,,To be renovated
VBD32970,Hasti&#xE8;re-par-del&#xE0;,5541,110000.00,House,House,Sale,2,65 ,,False,True,15 m²,42 m²,,,Normal
VBD32929,Beauraing,5570,900.00,Appartment,Flat,Rent,2,81 ,1,False,,True,False,2,False,New
VBD26519,Beauraing,5570,215000.00,House,House,Sale,4,166 ,,,True,False,True,3,,Normal
VBD32913,Namur,5000,830.00,Appartment,Flat,Rent,1,71 ,1,False,,False,False,4,False,Normal
VBD32911,Anh&#xE9;e,5537,245000.00,House,House,Sale,2,170 ,1,False,,13 m²,160 m²,3,,
VBD32906,Moignel&#xE9;e,5060,548000.00,House,House,Sale,4,277 ,,,,40 m²,1500 m²,4,,
VBD32810,Somz&#xE9;e,5651,349000.00,House,House,Sale,2,231 ,,False,,True,True,3,,Normal
VBD32742,Yvoir,5530,349000.00,House,House,Sale,2,246 ,,False,,30 m²,True,3,,
VBD32695,Bi&#xE8;vre,5555,198000.00,House,House,Sale,4,205 ,1,False,,53 m²,2500 m²,4,True,To restore
VBD32691,Andenne,5300,145000.00,Appartment,Flat,Sale,1,60 ,,False,,True,False,4,,Normal
VBD32686,Vedrin,5020,486813.00,House,House,Sale,5,160 ,,,,,True,4,,New
VBD32599,Ciney,5590,155000.00,House,House,Sale,2,65 ,,False,False,False,False,,,Normal
VBD32570,Couvin,5660,175000.00,House,House,Sale,3,84 ,,False,,False,True,2,,To be renovated
VBD32557,Naninne,5100,409640.00,House,House,Sale,3,132 ,,,,,True,4,,New
VBD32556,Naninne,5100,405148.00,House,House,Sale,3,128 ,,,,,True,4,,New
VBD32555,Vedrin,5020,459196.00,House,House,Sale,4,148 ,,,,,True,4,,New
VBD32514,Jemeppe-Sur-Sambre,5190,219000.00,House,House,Sale,3,211 ,1,False,,True,338 m²,2,False,Normal
VBD32467,Gembloux,5030,499000.00,House,House,Sale,3,237 ,,True,,20 m²,2700 m²,4,,Normal
VBD32410,Ciergnon,5560,445000.00,House,House,Sale,3,180 ,,False,True,50 m²,4000 m²,,,Excellent
VBD32383,Ciney,5590,180000.00,House,MixedBuilding,PublicSale,3,,,,,True,False,2,,
VBC45914,Walcourt,5650,95000.00,House,House,Sale,2,89 ,1,True,,True,True,4,,To renovate
VBD32361,Couvin,5660,140000.00,House,House,Sale,2,154 ,1,False,,True,False,3,False,Normal
VBD32301,Bi&#xE8;vre,5555,680000.00,House,House,Sale,6,281 ,,,,False,True,,,Normal
VBD32212,Oignies-En-Thi&#xE9;rache,5670,119000.00,House,House,Sale,3,111 ,1,True,,12 m²,39 m²,2,False,Normal
VBD32204,Dinant,5500,690.00,Appartment,Flat,Rent,1,59 ,1,False,,False,False,3,False,Excellent
VBD18405,Somme-Leuze,5377,495000.00,House,House,Sale,2,164 ,,False,,20 m²,True,3,,
VBD32093,Profondeville,5170,155000.00,House,House,Sale,1,41 ,1,False,,10 m²,353 m²,4,False,Normal
VBD32035,Felenne,5570,225000.00,House,House,Sale,4,,,,,False,True,2,,To be renovated
VBD32032,Sovet,5590,295000.00,House,House,Sale,3,,,,,False,False,,,
VWD15030,Vencimont,5575,333000.00,House,House,Sale,3,238 ,1,,,True,True,4,,Excellent
VBD32024,Havelange,5370,50000.00,House,House,PublicSale,3,,,,,False,False,4,,To be renovated
VBD32007,Jambes,5100,199000.00,Appartment,Flat,Sale,1,54 ,,False,,True,True,,,New
VBD31974,Vodec&#xE9;e,5600,105000.00,House,House,Sale,2,,,,,False,False,,,
VBD31959,PHILIPPEVILLE,5600,389000.00,House,Villa,Sale,4,225 ,,False,,True,True,4,True,Normal
VBD31951,Namur,5000,280000.00,House,House,Sale,3,150 ,,True,,True,False,,,Normal
VBD31950,Namur,5000,280000.00,Appartment,Flat,Sale,3,150 ,,True,,True,False,,,Normal
VBD31949,Profondeville,5170,280000.00,House,House,Sale,6,153 ,,False,False,False,465 m²,,,Normal
VBD31872,Willerzie,5575,247000.00,House,House,Sale,3,148 ,,False,False,True,False,,,New
VBD31847,Cerfontaine,5630,90000.00,House,House,Sale,3,140 ,,,,15 m²,293 m²,2,False,To be renovated
VBD31841,Rochefort,5580,439000.00,House,House,Sale,3,186 ,,,True,19 m²,True,4,,Normal
VBD31827,Somme-Leuze,5377,145000.00,House,Chalet,Sale,2,57 ,,,,False,True,,,Normal
VBD31820,Beauraing,5570,288000.00,House,House,Sale,2,113 ,1,False,,True,2500 m²,4,False,Normal
VBD12059,Ciney,5590,199000.00,House,House,Sale,2,234 ,,False,False,False,False,,,Normal
VBD31755,Florennes,5620,750.00,Appartment,Flat,Rent,2,90 ,,False,,False,False,2,,Normal
VBD31754,Florennes,5620,630.00,Appartment,Flat,Rent,1,52 ,,False,,False,False,2,,Normal
VBD31753,Florennes,5620,630.00,Appartment,Flat,Rent,1,50 ,,False,,False,False,2,,Normal
VBD31748,Fraire,5650,95000.00,House,House,Sale,2,123 ,,,,True,True,3,,To be renovated
VBD31587,Andenne,5300,187000.00,Appartment,Flat,Sale,2,87 ,,False,,True,False,,,Normal
VBD31518,Namur,5000,315000.00,Appartment,Duplex,Sale,2,91 ,1,,,7 m²,False,2,False,New
VBD31473,Andenne,5300,109000.00,House,House,Sale,1,65 ,,False,,False,False,,,To be renovated
VBD31452,Namur,5000,345629.00,Appartment,Flat,Sale,2,101 ,,False,,6 m²,False,,,New
VBD31450,Namur,5000,342324.00,Appartment,Flat,Sale,2,100 ,,False,,4 m²,False,,,New
VBD31447,Namur,5000,384335.00,Appartment,Flat,Sale,2,109 ,,False,,16 m²,False,,,New
VBD31446,Namur,5000,329391.00,Appartment,Flat,Sale,2,99 ,,False,,3 m²,False,,,New
VBD31331,Malonne,5020,619036.00,House,House,Sale,3,248 ,,,,,True,4,,New
VBD31327,Ciney,5590,1095000.00,House,House,Sale,5,660 ,1,False,,True,1540 m²,4,False,Excellent
VBD31313,Seilles,5300,120000.00,House,House,PublicSale,3,,,,,False,True,,,
VBD31289,Namur,5000,352281.00,Appartment,Flat,Sale,2,94 ,,False,,8 m²,False,,,New
VBD31251,Andenne,5300,750.00,Appartment,Flat,Rent,,,,,,False,False,,,
VBD31223,Neuville,5600,150000.00,House,Chalet,Sale,3,60 ,,False,,False,True,,,Normal
VBD31207,Malonne,5020,571929.00,House,House,Sale,4,233 ,,,,,,4,,New
VBD31201,Andenne,5300,140000.00,Appartment,Flat,Sale,1,53 ,1,False,,False,True,,False,Normal
VBD31057,Namur,5000,169000.00,Appartment,Flat,Sale,2,81 ,,,,True,False,,,
VBD31055,Namur,5000,795.00,Appartment,Flat,Rent,2,80 ,1,False,,False,False,,,Normal
VBD31053,Florennes,5620,199000.00,House,Villa,Sale,3,114 ,,False,,False,True,4,,Normal
VBD31042,Faulx-les-Tombes,5340,495000.00,House,House,Sale,3,110 ,,False,,45 m²,True,4,,
VBD31004,Vezin,5300,275000.00,House,House,Sale,3,112 ,,False,,False,False,3,,
VBD30993,Namur,5000,700000.00,House,MixedBuilding,Sale,2,350 ,,False,,12 m²,False,4,False,Normal
VBD30990,Andenne,5300,399000.00,Appartment,Penthouse,Sale,3,131 ,,False,,25 m²,False,4,,New
VBD30987,Noville-les-Bois,5380,265000.00,House,House,Sale,3,160 ,,False,,True,True,4,,To be renovated
VBD30983,Auvelais,5060,379000.00,House,House,Sale,4,160 ,1,,,True,True,3,,Fully renovated
VBD30968,Gembloux,5030,367207.00,Appartment,Flat,Sale,3,112 ,,False,,43 m²,60 m²,,,New
VBD30967,Gembloux,5030,321471.00,Appartment,Flat,Sale,2,93 ,,False,,8 m²,False,,,New
VBD30856,Yvoir,5530,239000.00,House,House,Sale,3,153 ,1,False,,82 m²,False,2,True,Normal
VBD30833,Sambreville,5060,170000.00,Appartment,Flat,Sale,3,,,,,True,False,,,
VBD30761,Gembloux,5030,324471.00,Appartment,Flat,Sale,2,92 ,,False,,8 m²,False,,,New
VBD30718,Ham-sur-Sambre,5190,105000.00,House,House,Sale,2,121 ,,False,,False,False,,,To be renovated
VBD30633,Havelange,5370,700.00,Appartment,Flat,Rent,2,75 ,,False,,False,False,3,,Normal
VBD30538,W&#xE9;pion,5100,200000.00,House,House,Sale,2,110 ,,False,,,True,4,,To renovate
VBD30472,&#xC9;prave,5580,225000.00,House,House,Sale,3,112 ,1,False,,True,True,4,False,Normal
VBD30470,Biesme,5640,775000.00,House,House,Sale,5,262 ,,False,,50 m²,5000 m²,4,False,Normal
VBD30431,Namur,5000,329000.00,House,House,Sale,4,,,,,22 m²,True,4,,
VBD30420,Silenrieux,5630,115000.00,House,House,Sale,3,,,,,False,True,3,,To be renovated
VBD30419,Namur,5000,135000.00,Appartment,Flat,Sale,1,45 ,,False,,True,False,,False,Excellent
VBD30271,Rochefort,5580,395000.00,House,House,Sale,3,184 ,1,False,,19 m²,1134 m²,4,False,Normal
VBD30256,Ach&#xEA;ne,5590,150000.00,House,House,PublicSale,3,,,,,True,True,4,,
VBD30242,Lisogne,5501,290000.00,House,House,Sale,3,160 ,,False,False,67 m²,992 m²,,,Normal
VBD30236,Rhisnes,5080,250000.00,House,House,PublicSale,4,178 ,,,,True,False,4,,To be renovated
VBC92511,Landenne,5300,199000.00,House,House,Sale,3,147 ,,False,,True,784 m²,4,False,To be renovated
VWD14979,Andenne,5300,590000.00,House,House,Sale,3,257 ,1,,,50 m²,3000 m²,4,,Excellent
VBD30077,Hasti&#xE8;re-Lavaux,5540,110000.00,House,Chalet,Sale,1,54 ,,False,,True,True,4,,
