Price,count
259900,1
99999,1
181900,1
424800,1
1325000,1
497200,1
179900,1
307500,1
287300,1
239300,1
149999,1
351500,1
401425,1
215100,1
330655,1
569930,1
529990,1
395315,1
350305,1
338500,1
379100,1
2395000,1
116000,1
367170,1
184000,1
424890,1
287700,1
389518,1
358500,1
239900,1
1380000,1
443000,1
621185,1
268660,1
237000,1
264600,1
459900,1
1125000,1
967000,1
462265,1
486805,1
517955,1
346000,1
242000,1
278100,1
494000,1
277500,1
167500,1
859000,1
1275500,1
3713,1
658000,1
281300,1
527000,1
285845,1
389731,1
1085000,1
521200,1
315500,1
480950,1
457176,1
459563,1
436532,1
217060,1
288600,1
574500,1
526200,1
474942,1
416200,1
326200,1
429500,1
618300,1
605000,1
411500,1
435200,1
419313,1
228000,1
381650,1
524000,1
374001,1
380453,1
388250,1
454750,1
277450,1
311550,1
618000,1
659000,1
378001,1
383011,1
528602,1
419500,1
404500,1
556453,1
429172,1
463258,1
419368,1
425554,1
129500,1
437053,1
417700,1
246000,1
139900,1
581990,1
574490,1
521240,1
422950,1
378000,1
309500,1
42000,1
439850,1
478452,1
416240,1
1906009,1
226000,1
246500,1
362000,1
299220,1
265275,1
501843,1
470960,1
526240,1
429740,1
866000,1
339900,1
448000,1
402754,1
241500,1
432200,1
607600,1
637400,1
645900,1
385222,1
452017,1
326240,1
414942,1
445950,1
537676,1
517176,1
485950,1
431990,1
391240,1
301240,1
4850000,1
