Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace Surface,Garden Surface,Number of facades,Swimming pool,State of building,Garden,Terrace
VBD45085,Braine-le-Chteau,1440,349000,1,House,Sale,2,125,,0,1,,230.0,4,0,0,1,0
VBD45062,Jauche,1350,1100,,Flat,Rent,2,100,1,0,0,40.0,,,0,2,0,1
VBD45010,Grez-Doiceau,1390,1190,,Flat,Rent,3,145,,0,0,20.0,,4,0,1,1,1
VBD44937,Grez-Doiceau,1390,325000,,Flat,Sale,3,145,1,0,0,16.0,,3,0,2,0,1
VBD44919,Braine-le-Chteau,1440,299000,1,House,Sale,2,123,1,0,0,,635.0,2,0,,1,1
VBD44909,Quenast,1430,210000,1,House,PublicSale,4,,,0,0,,,3,0,1,1,0
VWD15446,Waterloo,1410,1850,1,Bungalow,Rent,3,110,,0,0,25.0,8000.0,4,0,2,1,1
VBD44838,Wavre,1300,895000,1,Villa,Sale,4,221,,0,0,19.0,600.0,4,0,2,1,1
VBD44833,Grez-Doiceau,1390,1400,1,House,Rent,2,148,,0,0,7.0,,3,0,,1,1
VBC60448,Nivelles,1400,1980,1,House,Rent,2,227,,0,0,,600.0,4,0,,1,1
VBD44789,Rixensart,1330,205000,,Flat,Sale,1,56,1,0,0,,25.0,3,0,2,1,0
VBD44787,Genval,1332,770000,1,House,Sale,3,226,1,0,0,,800.0,4,0,2,1,1
VWD15435,Ottignies-Louvain-la-Neuve,1340,675000,1,House,Sale,6,260,1,0,0,25.0,700.0,4,0,1,1,1
VWD13955,Louvain-la-Neuve,1348,90000,,FlatStudio,Sale,1,20,,0,0,5.0,,,0,1,0,1
VBD44649,Wavre,1300,275000,,Flat,Sale,2,85,1,0,0,13.0,,2,0,2,0,1
VBD44619,La Hulpe,1310,395000,1,House,Sale,5,295,,0,0,,,2,0,,1,1
VBD26845,Wavre,1300,325000,1,House,Sale,3,190,,0,0,8.0,,3,0,,0,1
VBD44561,Tubize,1480,579000,1,Villa,Sale,5,323,,0,0,,739.0,4,0,1,1,1
VBD44555,Waterloo,1410,1450,,Flat,Rent,2,97,1,0,0,12.0,,2,0,1,0,1
VBD44554,Wavre,1300,410000,,GroundFloor,Sale,2,91,,0,0,26.0,256.0,2,0,2,1,1
VBD44553,Wavre,1300,340000,,GroundFloor,Sale,1,81,,0,0,25.0,138.0,3,0,2,1,1
VBD44773,Mont-Saint-Guibert,1435,435000,1,House,Sale,3,122,1,0,0,,513.0,3,0,2,1,1
VBD23195,Louvain-la-Neuve,1348,449000,,Flat,Sale,2,90,,0,0,,,,0,,0,1
VBD44267,Nivelles,1400,900,,Flat,Rent,2,,,0,0,,,,0,1,0,1
VBD44154,Ittre,1460,245000,,Flat,Sale,2,80,1,0,0,3.0,,,0,2,0,1
VBD42554,Rebecq,1430,495000,1,Villa,Sale,4,332,1,0,0,95.0,490.0,4,1,1,1,1
VBD01014,Tilly,1495,275000,,Flat,Sale,2,117,,0,0,,500.0,,0,1,1,1
VBD40772,Villers-la-Ville,1495,450000,1,Bungalow,Sale,3,110,,0,0,30.0,1900.0,4,0,1,1,1
VBD40277,Villers-la-Ville,1495,845,,Flat,Rent,2,80,1,0,0,,,3,0,2,0,1
VBD39839,Wavre,1300,199900,,Flat,Sale,2,65,,0,0,7.0,,,0,,0,1
VBD39459,Nodebais,1320,238500,1,House,Sale,3,258,,0,0,,,4,0,0,1,0
VBD39411,Genappe,1470,245000,1,House,Sale,4,225,,0,0,,405.0,3,0,0,1,1
VBD39387,Waterloo,1410,585000,1,Villa,Sale,3,143,1,0,0,24.0,,4,0,0,1,1
RBU48960,Tubize,1480,395000,1,House,Sale,2,202,,0,0,,,,1,2,1,1
VBD38967,Ophain-Bois-Seigneur-Isaac,1421,440000,1,House,Sale,3,190,1,0,0,,375.0,2,0,1,1,1
VBD38116,Lillois-Witterze,1428,450000,1,House,Sale,3,155,1,0,1,40.0,258.0,3,0,2,1,1
VBC87693,Louvain-la-Neuve,1348,410000,,Flat,Sale,3,95,1,0,0,,,,0,,0,1
VBD36968,Marbais,1495,175000,1,House,Sale,3,130,,0,0,23.0,,2,0,0,0,1
VBD36885,Orp-Jauche,1350,199000,1,House,Sale,3,158,,0,0,,261.0,3,0,0,1,0
VBD35964,Lasne,1380,775000,1,Villa,Sale,5,299,1,0,1,23.0,1940.0,4,0,2,1,1
VBD35064,Waterloo,1410,2400,1,House,Rent,4,167,1,0,0,,,3,1,2,1,1
VBD34818,Braine-lAlleud,1420,890000,,Penthouse,Sale,3,168,1,0,0,,,,0,2,0,1
VBD33337,Grez-Doiceau,1390,495000,1,House,Sale,4,150,,0,0,,,,0,,1,1
VBD32530,Nivelles,1400,590000,1,House,Sale,3,167,1,0,0,,757.0,4,0,2,1,1
VBD32409,Ottignies-Louvain-la-Neuve,1340,420000,1,House,Sale,3,156,,0,0,9.0,,3,0,,1,1
VBD31333,Tubize,1480,465000,1,MixedBuilding,Sale,4,225,,0,0,45.0,,2,0,1,0,1
VBD29402,Hlcine,1357,349000,1,Cottage,Sale,3,387,,0,0,228.0,1539.0,4,0,1,1,1
VBD29071,Lillois-Witterze,1428,425000,1,Villa,Sale,3,150,1,0,1,22.0,457.0,4,0,0,1,1
VBD28987,La Hulpe,1310,195000,,FlatStudio,Sale,1,75,1,0,0,,,2,0,1,0,0
RBU33012,Orp-le-Grand,1350,474601,1,House,Sale,4,219,,0,0,,818.0,3,0,2,1,0
VBD28234,Rebecq,1430,229500,,Flat,Sale,2,91,,0,0,19.0,,2,0,2,0,1
RBU32325,Orp-le-Grand,1350,471436,1,House,Sale,4,216,,0,0,,895.0,3,0,2,1,0
VBD25707,Perwez,1360,426000,,Flat,Sale,3,152,,0,0,18.0,,,0,2,0,1
VBD25705,Perwez,1360,439000,1,House,Sale,4,176,,0,0,17.0,136.0,,0,2,1,1
VBD25704,Perwez,1360,505000,1,House,Sale,4,181,,0,0,30.0,389.0,,0,2,1,1
VBD25702,Perwez,1360,415000,1,House,Sale,4,168,,0,0,17.0,96.0,,0,2,1,1
VBD25701,Perwez,1360,451500,,Flat,Sale,3,146,,0,0,17.0,461.0,,0,2,1,1
VBD25700,Perwez,1360,432000,,Flat,Sale,3,146,,0,0,17.0,,,0,2,0,1
VBD25699,Perwez,1360,311000,,Flat,Sale,2,99,,0,0,13.0,,,0,2,0,1
RWC40637,Hamme-Mille,1320,1490000,1,Villa,Sale,7,422,1,0,1,40.0,2238.0,4,0,2,1,1
VBD22073,Lillois-Witterze,1428,500000,1,Villa,Sale,3,150,1,0,1,20.0,986.0,4,0,0,1,1
VBD21753,Limal,1300,365000,1,House,Sale,5,164,,0,0,15.0,448.0,2,0,1,1,1
VBD20068,Bornival,1404,1900000,1,House,Sale,6,587,1,0,0,90.0,28560.0,4,1,2,1,1
VBD18963,Perwez,1360,1450,,Loft,Rent,2,220,,0,0,25.0,,2,0,2,0,1
VBD18962,Perwez,1360,1450,1,House,Rent,2,220,1,0,0,25.0,,2,0,2,0,1
VBD18909,Chaumont-Gistoux,1325,2500,1,Villa,Rent,4,204,1,0,0,,,4,1,2,1,1
VBC85582,Mont-Saint-Guibert,1435,210000,,GroundFloor,Sale,1,51,1,0,0,,,2,0,2,0,0
VBD16452,Croux-Mousty,1341,695000,1,House,Sale,5,218,,0,0,33.0,339.0,4,1,2,1,1
VBD16220,Braine-lAlleud,1420,450000,1,MixedBuilding,Sale,2,180,1,0,0,23.0,,3,0,1,0,1
VBD16199,Croux-Mousty,1341,450000,1,Villa,Sale,3,144,,0,0,66.0,726.0,4,0,1,1,1
VBD16198,Wavre,1300,525000,1,House,Sale,3,204,,0,0,67.0,830.0,4,0,2,1,1
VBD10208,Jauche,1350,245000,1,House,Sale,3,142,,0,0,18.0,330.0,2,0,0,1,1
VBD09641,Waterloo,1410,470000,1,Villa,Sale,3,186,1,0,1,16.0,490.0,4,0,0,1,1
VBD01697,Ottignies,1340,375000,1,House,Sale,3,116,1,0,0,25.0,971.0,4,0,1,1,1
VBC99467,Opprebais,1315,350000,1,House,Sale,3,160,,0,0,,,,0,,1,1
VBC97080,Rixensart,1330,290000,1,House,Sale,4,187,,0,0,,532.0,3,0,0,1,0
VBC93254,Braine-lAlleud,1420,485000,,GroundFloor,Sale,3,128,1,0,0,21.0,121.0,2,0,2,1,1
VBC92104,Genappe,1470,635000,1,House,Sale,6,248,1,0,1,80.0,4746.0,4,1,1,1,1
VBC82916,Nivelles,1400,390000,1,House,Sale,3,149,1,0,0,20.0,88.0,2,0,1,1,1
VBC87737,Wavre,1300,299000,1,House,Sale,5,211,,0,0,,530.0,4,0,0,1,1
VBC81979,Limelette,1342,375000,1,House,Sale,3,150,1,0,0,48.0,90.0,3,0,1,1,1
VBC81200,Wavre,1300,210000,,Flat,Sale,1,74,1,0,0,,,2,0,1,0,1
VBC61849,Orp-le-Grand,1350,439000,1,House,Sale,5,250,1,0,0,29.0,748.0,4,0,1,1,1
VBC60853,Villers-la-Ville,1495,350000,1,House,Sale,2,105,1,0,0,20.0,1349.0,4,0,1,1,1
VBC56904,Orp-le-Grand,1350,149000,1,House,Sale,3,213,,0,0,22.0,230.0,3,0,0,1,1
VBC52165,Tubize,1480,285000,,Loft,Sale,2,110,1,0,0,,,2,0,2,0,0
VBC44910,Tubize,1480,285000,1,House,Sale,3,135,1,0,1,20.0,80.0,2,0,2,1,1
VBC20765,Jauche,1350,249000,1,House,Sale,4,138,1,0,0,25.0,215.0,3,0,1,1,1
VBC10044,Wavre,1300,725000,1,House,Sale,5,320,1,0,0,,,,0,,1,1
VBB92220,Nivelles,1400,230000,,Flat,Sale,3,150,,0,0,,,2,0,0,0,0
VBB81676,Villers-la-Ville,1495,650000,1,Villa,Sale,4,206,,0,0,136.0,2081.0,4,0,2,1,1
VBB32468,Nivelles,1400,350000,1,House,Sale,4,180,,0,0,8.0,60.0,2,0,0,1,1
VBA76143,Tubize,1480,243648,,Flat,Sale,1,73,,0,0,17.0,,2,0,,0,1
VBA76142,Tubize,1480,239505,,Flat,Sale,1,73,,0,0,17.0,,2,0,,0,1
VAJ97356,Nivelles,1400,275000,1,House,Sale,1,130,,0,0,,,2,0,,0,0
VBA03256,Braine-lAlleud,1420,580000,,Penthouse,Sale,3,,,0,0,,,4,0,2,1,1
VBA03255,Braine-lAlleud,1420,425000,,GroundFloor,Sale,2,,,0,0,,226.0,,0,2,1,1
VAZ68166,Nivelles,1400,180000,,Flat,Sale,2,75,,0,0,10.0,,2,0,,0,1
VAZ50856,Braine-lAlleud,1420,449500,,Flat,Sale,3,,1,0,0,,,2,0,2,1,1
VWD15424,Braine-lAlleud,1420,890000,,Penthouse,Sale,3,145,1,0,0,95.0,,4,0,2,0,1
VBD44498,Tubize,1480,315000,1,House,Sale,3,130,,0,0,26.0,156.0,,0,0,1,1
VBD44490,Nivelles,1400,730,,FlatStudio,Rent,,35,1,0,0,10.0,,2,0,2,0,1
VBD44441,Nivelles,1400,950,1,House,Rent,3,90,,0,0,9.0,,2,0,,0,1
VBD41707,La Hulpe,1310,590000,1,Villa,Sale,4,204,1,0,0,35.0,,4,0,0,1,1
RBU57053,Wavre,1300,399000,1,House,Sale,4,165,,0,0,15.0,,4,0,0,1,1
VBD44235,Braine-lAlleud,1420,266000,1,House,Sale,5,200,,0,0,,,2,0,0,1,0
VBD44203,Waterloo,1410,465000,1,House,Sale,4,160,,0,1,10.0,200.0,3,0,1,1,1
VBD44201,Genval,1332,650000,1,Villa,Sale,4,250,1,0,1,50.0,753.0,4,0,2,1,1
VBD44200,Rixensart,1330,650000,1,Villa,Sale,4,250,1,0,1,50.0,753.0,4,0,2,1,1
VBD13741,Ottignies,1340,395000,,Flat,Sale,3,112,,0,0,8.0,,3,0,1,1,1
VBD44152,Waterloo,1410,465000,1,House,Sale,3,165,1,0,0,,,2,0,,1,1
VBD44145,Rixensart,1330,1390,1,House,Rent,3,120,1,0,0,,100.0,3,0,1,1,1
VBD44106,nines,1350,475000,1,House,Sale,3,150,,0,0,,,4,0,,1,1
VBD44046,Waterloo,1410,775000,1,Villa,Sale,5,253,1,0,0,,3172.0,4,0,1,1,1
VBD44045,Lasne,1380,775000,1,Villa,Sale,5,253,1,0,0,,3172.0,4,0,1,1,1
VBD43968,Grez-Doiceau,1390,400000,1,House,Sale,4,150,,0,0,,,,0,,1,1
VBD43939,Waterloo,1410,775000,1,Villa,Sale,5,295,1,0,0,,,4,0,0,1,1
VBD43908,Wavre,1300,375000,1,MixedBuilding,Sale,1,200,1,0,0,,,2,0,0,0,0
VBD43840,Grez-Doiceau,1390,1400,,Flat,Rent,2,148,,0,0,7.0,,3,0,,1,1
VBD43839,Villers-la-Ville,1495,245000,1,House,Sale,1,142,,0,0,,,3,0,0,1,1
VBD43764,Villers-la-Ville,1495,820,,Flat,Rent,2,80,1,0,0,8.0,,3,0,1,0,1
VBD43709,Wavre,1300,290000,,Flat,Sale,2,100,,0,0,12.0,,2,0,,0,1
VBD43705,Orp-le-Grand,1350,435800,1,House,Sale,4,309,1,0,0,,298.0,3,0,2,1,1
VBD43704,Orp-le-Grand,1350,285800,,Flat,Sale,2,113,1,0,0,,35.0,3,0,2,1,1
VBD43590,Jodoigne,1370,1850,1,House,Rent,3,213,,0,0,,,4,1,2,0,1
VBD43577,Nivelles,1400,179000,,Flat,Sale,1,43,1,0,0,,,,0,2,0,0
VBD43558,Clabecq,1480,390000,1,House,Sale,4,160,,0,0,,,4,0,2,1,1
VBD43264,Wavre,1300,415000,,Flat,Sale,2,95,,0,0,11.0,,2,0,2,0,1
VBD43261,Wavre,1300,585000,,Penthouse,Sale,3,164,,0,0,37.0,,3,0,2,0,1
VBD43202,Marbais,1495,315000,1,House,Sale,3,160,,0,1,45.0,347.0,2,0,1,1,1
VBD43195,Bomal,1367,499000,1,House,Sale,3,150,,0,0,,,4,0,,1,1
VBD43138,Limelette,1342,850000,1,Villa,Sale,7,278,1,0,1,35.0,560.0,4,0,2,1,1
VBD43120,Chaumont-Gistoux,1325,795000,1,Villa,Sale,4,182,1,0,1,,,4,1,2,1,1
VBD43060,Tubize,1480,185000,1,House,Sale,3,120,,0,0,20.0,213.0,2,0,0,1,1
VWD15123,Jodoigne,1370,1500000,1,House,Sale,4,645,1,0,1,120.0,1300.0,3,1,2,1,1
VBD42923,La Hulpe,1310,3500,1,House,Rent,3,278,1,0,0,,800.0,4,0,2,1,1
VBD42922,Waterloo,1410,1195,,Flat,Rent,1,71,1,0,0,21.0,100.0,2,1,,1,1
VBD42912,Perwez,1360,1400,1,House,Rent,3,138,,0,0,20.0,200.0,3,0,1,1,1
VBD42893,Orp-Jauche,1350,299800,,Flat,Sale,2,134,1,0,0,,347.0,2,0,2,1,0
VBD42892,Orp-Jauche,1350,289800,,Flat,Sale,2,117,1,0,0,,251.0,2,0,2,1,1
VBD42891,Orp-Jauche,1350,285800,,Flat,Sale,2,113,1,0,0,,65.0,2,0,2,1,1
VBD42890,Orp-Jauche,1350,435800,1,House,Sale,3,309,1,0,0,,298.0,4,0,2,1,0
VBD42842,Nivelles,1400,205000,1,MixedBuilding,PublicSale,2,,,0,0,,,,0,,0,0
VBD42813,Nivelles,1400,875,,Flat,Rent,2,118,,0,0,,,,0,1,0,0
VBD42765,Waterloo,1410,4500,1,House,Rent,4,280,1,0,0,21.0,1059.0,3,1,2,1,1
VBD42680,Maransart,1380,540000,1,House,Sale,6,,,0,0,,,,0,,0,0
VBD33588,Walhain,1457,745000,1,House,Sale,,225,,0,0,,,4,1,1,1,1
VBD17386,Waterloo,1410,695000,1,House,Sale,3,225,1,0,0,38.0,2852.0,4,0,1,1,1
VBD17385,Braine-lAlleud,1420,695000,1,House,Sale,3,225,1,0,0,38.0,2852.0,4,0,1,1,1
VBD01015,Tilly,1495,270000,,Flat,Sale,2,127,,0,0,,,,0,,0,1
VWD15369,Perwez,1360,850,,Flat,Rent,2,110,1,0,0,12.0,,2,0,1,0,1
VBD45225,Braine-lAlleud,1420,2500,1,Villa,Rent,4,280,,0,0,,1300.0,4,0,1,1,1
VBD44734,Waterloo,1410,1250,,Flat,Rent,2,105,1,0,0,6.0,,2,0,1,0,1
VBD44691,Autre-glise,1367,195000,1,House,Sale,3,183,1,0,0,46.0,,3,0,1,0,1
VBD31314,Orp-le-Grand,1350,299000,1,House,Sale,5,202,1,0,0,20.0,337.0,2,0,2,1,1
VBD44491,Grez-Doiceau,1390,349000,1,House,Sale,3,130,,0,0,55.0,969.0,3,0,,1,1
VBD44403,Braine-le-Chteau,1440,1225000,1,House,Sale,4,340,1,0,0,35.0,,4,0,2,1,1
VBD44104,Wavre,1300,275000,,Flat,Sale,2,98,,0,0,5.0,,2,0,,0,1
VBD43982,Braine-lAlleud,1420,1750,,Flat,Rent,2,126,1,0,0,,,,0,2,0,1
VBD43879,Wavre,1300,1360000,1,House,Sale,4,312,1,0,0,120.0,850.0,4,1,2,1,1
VBD43145,Tubize,1480,1100,,Flat,Rent,2,85,1,0,0,10.0,,4,0,2,0,1
VBD43087,Bierghes,1430,1850000,1,House,Sale,7,895,1,0,0,100.0,5050.0,4,1,2,1,1
VBD42921,Corroy-le-Grand,1325,895,,Flat,Rent,2,90,,0,0,,,3,0,1,0,0
VBD42913,Wavre,1300,299000,,Flat,Sale,3,145,,0,0,21.0,,,0,0,0,1
VBD28991,Orp-le-Grand,1350,350000,1,House,Sale,3,191,1,0,0,60.0,714.0,4,0,1,1,1
VBD42807,Waterloo,1410,795000,1,House,Sale,4,220,,0,1,50.0,,4,1,2,1,1
VBD42668,Limal,1300,1150,,Flat,Rent,2,90,1,0,0,23.0,,,0,1,0,1
VBD42657,Wavre,1300,265000,1,House,Sale,2,75,,0,0,,,3,0,,1,1
VBD42629,Chaumont-Gistoux,1325,795000,1,House,Sale,4,210,,0,0,,,4,0,1,1,1
VBD42628,Chaumont-Gistoux,1325,595000,1,House,Sale,3,174,,0,0,85.0,,4,0,1,1,1
VBD42627,Chaumont-Gistoux,1325,585000,1,House,Sale,4,177,,0,0,,,4,0,1,1,1
VBD42553,Wavre,1300,445000,,Flat,Sale,2,86,1,1,0,10.0,,2,0,2,0,1
VWD15349,Glimes,1315,1450,1,House,Rent,3,150,,0,0,,,3,0,2,1,1
VBD42488,Waterloo,1410,325000,1,House,Sale,1,100,,0,0,12.0,,2,0,2,0,1
VBD42475,Limal,1300,750,,Flat,Rent,1,50,,0,0,,,2,0,1,0,0
VBD42387,Tubize,1480,1090,,Flat,Rent,2,84,,0,0,9.0,,2,0,2,0,1
VBD42310,Lasne,1380,885000,1,House,Sale,4,276,,0,0,60.0,1616.0,3,1,2,1,1
VBD42306,Rebecq,1430,725000,1,House,Sale,18,350,1,0,0,150.0,600.0,4,0,1,1,1
VBD42282,Lasne,1380,525000,1,House,Sale,3,160,,0,0,25.0,500.0,4,0,1,1,1
VBD42164,Tubize,1480,250000,,Flat,Sale,3,120,,0,0,15.0,,2,0,1,1,1
VBD42160,Mont-Saint-Guibert,1435,325000,1,House,Sale,2,122,1,0,0,,135.0,2,0,2,1,1
VBD42095,Jodoigne,1370,745,,Flat,Rent,1,45,,0,0,,,2,0,,0,0
VBD41971,Waterloo,1410,600000,1,House,Sale,3,130,,0,1,40.0,500.0,4,0,1,1,1
VBD41970,La Hulpe,1310,785000,1,House,Sale,4,240,1,0,1,,300.0,4,0,2,1,1
VBD41969,Genval,1332,535000,1,House,Sale,3,131,1,0,0,10.0,550.0,4,0,1,1,1
VBD41921,Walhain,1457,600000,1,House,Sale,5,213,,0,0,45.0,,4,0,1,1,1
VBD41920,Wavre,1300,295000,1,MixedBuilding,Sale,3,120,1,0,0,12.0,100.0,2,0,0,1,1
VBD41829,Waterloo,1410,1399000,1,House,Sale,4,293,1,0,0,,1000.0,4,1,1,1,1
VBD41795,Chaumont-Gistoux,1325,780000,1,Villa,Sale,4,285,,0,0,55.0,2700.0,4,0,0,1,1
VBD41731,Mont-Saint-Guibert,1435,480000,1,House,PublicSale,9,,,0,0,,,4,0,1,1,0
VBD41712,Waterloo,1410,599000,1,House,Sale,5,260,1,0,1,25.0,300.0,2,0,2,1,1
VBD41710,Braine-lAlleud,1420,200000,,GroundFloor,Sale,1,60,1,0,0,,,3,0,1,0,0
VBD41694,Villers-la-Ville,1495,195000,1,House,Sale,1,142,,0,0,,,3,0,0,1,1
VBD41610,Limal,1300,349000,1,House,Sale,2,110,,0,0,,,4,0,0,1,1
VBD41609,Autre-glise,1367,445000,1,House,Sale,3,200,,0,0,,,4,0,0,1,1
VBD41594,Wavre,1300,100000,1,House,Sale,4,200,1,0,0,,,4,1,2,1,1
VBD41507,Chaumont-Gistoux,1325,361000,,Flat,Sale,3,127,,0,0,,,2,0,1,0,0
VBD41506,Chaumont-Gistoux,1325,258000,,Flat,Sale,1,70,,0,0,10.0,,2,0,1,1,1
VBD41468,Jodoigne,1370,450000,1,Villa,Sale,4,190,1,0,0,,,4,0,1,1,0
VBD41451,Opprebais,1315,285000,1,House,Sale,3,130,,0,0,15.0,,2,0,0,1,1
VBD41439,Rebecq,1430,349000,1,House,Sale,2,165,1,0,0,30.0,700.0,4,0,1,1,1
VBD41438,Nivelles,1400,175000,,Flat,Sale,2,71,1,0,0,15.0,,2,0,1,0,1
VBD41435,Perwez,1360,1350,1,House,Rent,3,118,1,0,0,24.0,,2,0,2,1,1
VBD41353,Genval,1332,830000,1,House,Sale,5,230,,0,0,40.0,,4,0,,1,1
VBD41346,Chaumont-Gistoux,1325,340000,,Flat,Sale,2,125,1,0,0,3.0,,3,0,1,0,1
VBD41299,Braine-lAlleud,1420,1850,,GroundFloor,Rent,2,125,1,0,0,28.0,,3,0,2,1,1
VWD15307,Lasne,1380,2200,1,Villa,Rent,3,190,1,0,1,,,4,0,2,0,1
VBD41038,Nivelles,1400,175000,,Flat,Sale,2,79,,0,0,,,4,0,1,0,0
VBD41020,Jodoigne,1370,1500,,Flat,Rent,2,191,,0,0,50.0,300.0,2,0,1,1,1
VBD40936,Villers-la-Ville,1495,399000,1,House,Sale,4,249,,0,0,,,4,0,0,0,1
VBD40931,Nivelles,1400,300000,1,House,Sale,2,177,,0,0,,,2,0,,0,0
VBD40930,Nivelles,1400,300000,1,House,Sale,2,177,,0,0,,,2,0,,0,0
VBD40911,Lasne,1380,2300,1,House,Rent,6,260,,0,0,100.0,570.0,4,0,,1,1
VBD40910,Lasne,1380,2300,1,Villa,Rent,6,260,,0,0,100.0,570.0,4,0,,1,1
VBD40809,Wavre,1300,1150000,1,Villa,Sale,6,350,1,0,0,30.0,2500.0,4,1,1,1,1
VBD40765,Waterloo,1410,425000,1,House,Sale,3,130,1,0,1,10.0,500.0,3,0,0,1,1
VBD40736,Ittre,1460,1190000,1,Villa,Sale,4,250,1,0,0,30.0,,4,1,2,1,1
VBD40735,Waterloo,1410,450000,1,Villa,Sale,3,165,,0,0,30.0,,4,0,,1,1
VBD40734,Ottignies-Louvain-la-Neuve,1340,620000,1,Villa,Sale,4,215,1,0,1,30.0,,4,0,1,1,1
VBD40733,Court-Saint-tienne,1490,399900,,GroundFloor,Sale,3,109,1,0,0,12.0,,4,0,2,0,1
VBD40693,Waterloo,1410,470000,1,House,Sale,3,128,1,0,1,22.0,467.0,4,0,0,1,1
VBD40680,La Hulpe,1310,575000,1,Villa,Sale,5,340,1,0,0,30.0,600.0,4,0,0,1,1
VBD40598,Chastre,1450,550000,1,House,Sale,4,170,,0,0,,3086.0,4,0,1,1,0
VBD40589,Nivelles,1400,189000,,Flat,Sale,1,50,,0,0,56.0,28.0,3,0,1,1,1
VBD40528,Nivelles,1400,290000,1,House,Sale,2,114,,0,0,,,4,0,0,1,0
VBD40521,Nivelles,1400,1050,,Flat,Rent,3,123,1,0,0,15.0,,3,0,1,1,1
VBD40510,Baisy-Thy,1470,875000,1,Villa,Sale,5,330,1,0,0,,819.0,4,1,2,1,1
VBD40509,Villers-la-Ville,1495,875000,1,Villa,Sale,5,330,1,0,0,,819.0,4,1,2,1,1
VBD40493,Waterloo,1410,585000,1,Villa,Sale,4,228,1,0,0,,,4,0,1,1,1
VBD40414,Louvain-la-Neuve,1348,1250,,Flat,Rent,2,90,1,0,0,,,2,0,1,0,1
VBD40410,Genval,1332,580000,1,Villa,Sale,3,170,1,0,0,26.0,600.0,4,0,0,1,1
VBD40306,Nivelles,1400,750,,Flat,Rent,1,60,,0,0,,,2,0,,0,0
VBD40293,Waterloo,1410,579000,,GroundFloor,Sale,3,143,1,0,0,19.0,91.0,4,0,2,1,1
VBD40276,Bonlez,1325,395000,1,House,Sale,3,132,,0,0,48.0,1000.0,4,1,0,1,1
VBD40185,Orp-le-Grand,1350,345000,1,House,Sale,3,111,1,0,0,30.0,565.0,2,0,2,1,1
VBD40001,Waterloo,1410,795000,1,Villa,Sale,5,185,1,0,0,,550.0,4,0,2,1,1
VBD40000,Waterloo,1410,440000,,Duplex,Sale,3,125,1,0,0,14.0,,2,0,2,0,1
VBD39999,Rixensart,1330,795000,1,House,Sale,4,208,1,0,0,14.0,559.0,4,0,2,1,1
VBD39981,Tubize,1480,275000,1,House,Sale,6,200,1,0,0,120.0,400.0,3,0,0,1,1
VBD39955,Waterloo,1410,375000,,Flat,Sale,2,67,,0,0,8.0,80.0,2,0,2,1,1
VBD39954,Waterloo,1410,275000,,Flat,Sale,1,55,1,0,0,10.0,,2,0,1,0,1
VBD39953,Waterloo,1410,295000,,Duplex,Sale,2,75,1,0,0,,,2,0,,0,0
VBD39943,Ohain,1380,1200,,Flat,Rent,2,88,1,0,0,4.0,,,0,2,0,1
VBD39942,Wavre,1300,290000,,Flat,Sale,2,105,1,0,0,,,2,0,2,0,1
VBC76150,La Hulpe,1310,285000,1,House,Sale,3,,,0,0,,,,0,,0,0
VBD39775,Wavre,1300,541000,,Flat,Sale,3,126,1,0,0,15.0,,2,0,2,0,1
VBD39762,Braine-le-Chteau,1440,250000,1,House,Sale,3,121,,0,0,,,3,0,1,0,0
VBD39725,Waterloo,1410,335000,,FlatStudio,Sale,1,54,1,0,0,,,,1,2,1,1
VBD39724,Ophain-Bois-Seigneur-Isaac,1421,460000,1,House,Sale,3,158,1,0,0,30.0,350.0,3,0,2,1,1
VBD39699,Lathuy,1370,675000,1,House,Sale,3,220,,0,0,,,4,0,,1,1
VBD39695,Glimes,1315,1450,1,House,Rent,4,130,,0,0,,,4,0,2,1,1
VBD39694,Nodebais,1320,349000,1,House,Sale,4,380,,0,0,,,4,0,0,1,0
VBD39631,Wavre,1300,326736,,Flat,Sale,2,99,,0,0,17.0,,,0,2,0,1
VBD39630,Wavre,1300,346736,,Flat,Sale,2,98,,0,0,15.0,,,0,2,0,1
VBD39625,Nivelles,1400,400207,,Duplex,Sale,3,142,,0,0,16.0,118.0,2,0,2,1,1
VBD39624,Nivelles,1400,418471,,Flat,Sale,2,109,,0,0,48.0,225.0,,0,2,1,1
VBD39409,Villers-la-Ville,1495,325000,1,House,Sale,3,,,0,0,,700.0,3,0,,1,1
VBD39394,Genval,1332,635000,1,House,Sale,4,175,1,0,0,20.0,,4,0,1,1,1
VBD39365,Rixensart,1330,543471,,Flat,Sale,2,134,,0,0,16.0,,,0,2,0,1
VBD39364,Rixensart,1330,558471,,Flat,Sale,2,134,,0,0,13.0,118.0,,0,2,1,1
VBD39338,Waterloo,1410,630000,1,Villa,Sale,4,196,1,0,0,30.0,500.0,4,0,1,1,1
VBD39321,Wavre,1300,499000,1,House,Sale,6,260,1,0,0,20.0,160.0,2,0,2,1,1
VBD39296,Lasne,1380,1245000,1,House,Sale,4,260,1,0,0,40.0,1450.0,4,0,2,1,1
VBD39274,Lasne,1380,760000,1,House,Sale,5,220,1,0,1,,,3,0,0,1,1
