Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace Surface,Garden Surface,Number of facades,Swimming pool,State of building,Garden,Terrace
RBU58818,Deurne,2100,189000,,Flat,Sale,2,98,,0,0,,,,0,0,0,1
RBU45800,Borgerhout,2140,159000,,Flat,Sale,1,70,,0,0,10.0,,,0,1,0,1
RWC40490,Geel,2440,1100,,Duplex,Rent,2,107,1,0,0,35.0,,3,0,2,0,1
RBU58569,Herentals,2200,148000,1,House,Sale,2,108,,0,0,,,,0,0,1,0
RBU58568,Antwerp,2020,175000,,Flat,Sale,1,59,,0,0,,,,0,1,0,0
RBU58559,Herentals,2200,424500,1,House,Sale,3,158,,0,0,,,4,0,,1,1
RBU58556,Aartselaar,2630,385000,1,House,Sale,4,162,,0,0,12.0,136.0,,0,,1,1
VBD44765,Brasschaat,2930,1378074,1,House,Sale,4,299,,0,0,,,4,0,2,0,0
VBD10005,Mol,2400,1685,,Flat,Rent,,,,1,0,,,,0,,0,1
VBD10004,Mol,2400,1685,,Flat,Rent,,,,1,0,,,,0,,0,1
RBU58546,Antwerp,2000,305000,,Flat,Sale,2,140,,0,0,4.0,,,0,,0,1
RBU43529,Kontich,2550,479200,1,House,Sale,4,162,,0,0,,72.0,2,0,2,1,1
RBU58536,Wilrijk,2610,199000,,GroundFloor,Sale,1,61,,0,0,,40.0,,0,1,1,1
RBU58535,Wilrijk,2610,175000,,Flat,Sale,1,65,,0,0,2.0,27.0,,0,0,1,1
RBU58435,Willebroek,2830,229700,,Flat,Sale,2,87,,0,0,,,2,0,2,0,0
RBU58434,Mortsel,2640,595000,1,House,Sale,3,264,,0,0,,50.0,,0,2,1,1
RBU58433,Boechout,2530,424500,,Flat,Sale,2,96,,0,0,13.0,1150.0,2,0,2,1,1
RBU58423,Noorderwijk,2200,390413,1,House,Sale,3,183,,0,0,20.0,,3,0,2,1,1
RBU58416,Westmalle,2390,750,,Flat,Rent,1,,,0,0,,,3,0,1,0,1
RBU58409,Turnhout,2300,525,,Flat,Rent,1,,,0,0,,,,0,,0,0
RBU58408,Wilrijk,2610,205000,,Flat,Sale,1,50,,0,0,,,,0,,0,0
RBU58407,Hoboken,2660,379000,1,House,Sale,5,180,,0,0,,25.0,2,0,,1,0
RBU58400,Beerzel,2580,399000,1,House,Sale,5,380,,0,0,,,4,0,,0,1
RBU58396,Heist-op-den-Berg,2220,315000,1,House,Sale,3,174,,0,0,,,,0,,1,0
RBU58395,Duffel,2570,250000,,Flat,Sale,2,87,,0,0,,,2,0,,1,1
RBU58394,Mechelen,2800,325000,1,House,Sale,3,132,,0,0,,,2,0,2,1,1
RBU58393,Beerzel,2580,335000,,Flat,Sale,2,94,,0,0,,,2,0,2,0,1
RBU58380,Merksem,2170,205500,,Flat,Sale,2,81,,0,0,,,2,0,1,0,1
RBU58378,Wilrijk,2610,325000,,Flat,Sale,2,148,,0,0,,,,0,0,0,1
RBU58372,Sint-Katelijne-Waver,2860,399000,1,House,Sale,3,188,,0,0,,,,0,1,1,1
RBU58357,Berlaar,2590,185000,1,House,Sale,1,69,,0,0,,,2,0,,0,0
RBU58267,Balen,2490,369000,1,House,Sale,3,225,,0,0,,,2,0,,1,1
RBU58266,Balen,2490,379000,1,House,Sale,3,225,,0,0,,,3,0,,1,1
RBU58264,Blaasveld,2830,499000,1,House,Sale,3,275,,0,0,,,3,0,2,1,1
RBT63275,Mol,2400,175000,1,House,Sale,2,120,,0,0,,,3,0,,0,0
RBU57975,Geel,2440,235000,,Flat,Sale,2,81,1,0,0,8.0,,2,0,2,0,1
RBU57833,Berchem,2600,1200,,Flat,Rent,2,142,,0,0,16.0,,,0,,0,1
RBU57830,Antwerp,2050,280000,,Flat,Sale,3,110,,0,0,,,,0,,0,1
RBU57749,Antwerp,2000,625,,FlatStudio,Rent,,,,1,0,,,,0,1,0,0
VBD44582,Brasschaat,2930,1854238,1,House,Sale,4,374,,0,0,,,4,0,2,0,0
RBU57726,Vorselaar,2290,699000,1,House,Sale,4,438,,0,0,,,4,0,1,0,1
RBU57531,Geel,2440,275000,,Flat,Sale,2,92,,0,0,,,2,0,1,0,1
RBU57469,Westerlo,2260,369000,,Flat,Sale,3,130,1,0,0,,,3,0,2,1,1
RBU57467,Westerlo,2260,369000,1,House,Sale,3,130,1,0,0,,,3,0,2,1,1
VBD09877,Willebroek,2830,399000,1,House,Sale,5,350,,0,0,,20.0,2,0,,1,0
RBU57424,Ekeren,2180,259000,,Flat,Sale,2,101,,0,0,,,2,0,2,0,1
RBU58914,Antwerp,2018,1300,,Flat,Rent,3,142,,0,0,,,2,0,1,0,0
RBU55664,Meerle,2328,295000,,GroundFloor,Sale,2,116,,0,0,,,,0,1,0,0
RBU52339,Hove,2540,535000,1,House,Sale,3,179,,0,0,52.0,,,0,1,0,1
RBU51892,Antwerp,2018,1975,,Flat,Rent,3,153,,0,0,12.0,,2,0,2,0,1
RBU51891,Antwerp,2018,1250,,Flat,Rent,2,81,,0,0,6.0,,2,0,2,0,1
RWC41006,Lier,2500,263000,,Flat,Sale,2,85,,0,0,14.0,,,0,,0,1
RWC41005,Lier,2500,239500,,Flat,Sale,1,65,,0,0,14.0,,,0,,0,1
RBU50872,Vorst,2430,595000,1,House,Sale,5,640,,0,0,,,4,0,1,1,1
RBU50465,Hoogstraten,2320,895,,Flat,Rent,1,67,,0,0,,,2,0,1,0,1
RBU49065,Borgerhout,2140,965,,Flat,Rent,1,51,,0,0,,,2,0,1,0,0
RBU48653,Rijkevorsel,2310,567000,,Flat,Sale,3,181,,0,0,36.0,,4,0,2,0,1
RBU48631,Lier,2500,199000,1,House,Sale,1,117,,0,0,,,2,0,2,0,0
RBU48622,Antwerp,2060,865,,Flat,Rent,1,65,,0,0,6.0,,2,0,2,0,1
RBU48621,Antwerp,2060,835,,FlatStudio,Rent,,56,,0,0,7.0,,2,0,2,0,1
RBU47963,Antwerp,2060,1495,,Flat,Rent,3,137,,0,0,6.0,,2,0,2,0,1
RBT97910,Antwerp,2060,1080,,Flat,Rent,2,83,,0,0,6.0,,2,0,2,0,1
RBU47852,Meerle,2328,485000,1,House,Sale,3,100,,0,0,,,4,0,,0,0
RBU47822,Laakdal,2430,440000,1,House,Sale,4,182,,0,0,18.0,,3,0,2,1,1
RBU45950,Antwerp,2000,950,,GroundFloor,Rent,1,70,,0,0,,,2,0,2,0,0
RBU45258,Herentals,2200,710,,Flat,Rent,1,,,0,0,,,2,0,1,0,0
RBU45211,Antwerp,2018,1255,,Flat,Rent,2,112,,0,0,,,2,0,1,0,1
RBU43964,Hoboken,2660,860,,Flat,Rent,2,72,,0,0,,,2,0,1,0,1
RBU41121,Herentals,2200,599000,1,House,Sale,4,198,,0,0,,,4,1,2,1,1
RBU40911,Mechelen,2800,370000,1,House,Sale,3,152,,0,0,,,2,0,0,1,0
RBU40221,Kontich,2550,446000,1,House,Sale,3,165,,0,0,7.0,,3,0,2,1,1
RBU40201,Antwerp,2060,850,,Flat,Rent,1,53,,0,0,,,2,0,1,0,0
RBU40199,Antwerp,2060,850,,Flat,Rent,1,53,,0,0,,,2,0,1,0,0
RBU40198,Antwerp,2000,1250,,Flat,Rent,1,68,,0,0,,,2,0,2,0,1
RBU38707,Willebroek,2830,219000,,GroundFloor,Sale,2,83,,0,0,,,2,0,1,1,0
RBU38112,Lier,2500,361200,,Flat,Sale,2,116,,0,0,8.0,27.0,2,0,2,1,1
RBU38107,Lier,2500,339000,,Flat,Sale,2,97,,0,0,7.0,,2,0,2,0,1
RBU37770,Boechout,2530,259000,,Flat,Sale,1,82,,0,0,,,,0,1,0,1
RBU36860,Herentals,2200,165000,1,House,Sale,2,94,,0,0,,,3,0,0,1,1
RBU36700,Kasterlee,2460,319000,1,House,Sale,3,136,,0,0,,,3,0,1,1,1
RBU36675,Westerlo,2260,449000,1,House,Sale,4,232,,0,0,,,4,0,2,1,1
RBU36149,Hoogstraten,2320,290000,,Flat,Sale,1,73,,0,0,,,2,0,2,1,1
RBU36140,Hombeek,2811,1290000,1,House,Sale,5,275,1,0,0,,,4,1,2,1,1
RBU36070,Turnhout,2300,305000,,Flat,Sale,2,90,,0,0,43.0,,3,0,2,0,1
RBU36069,Turnhout,2300,202000,,Flat,Sale,1,59,,0,0,6.0,,3,0,2,0,1
RBU36067,Turnhout,2300,202000,,Flat,Sale,1,61,,0,0,6.0,,3,0,2,0,1
RBU36063,Turnhout,2300,225000,,Flat,Sale,1,66,,0,0,8.0,,3,0,2,0,1
RBU36061,Turnhout,2300,197000,,Flat,Sale,1,59,,0,0,6.0,,3,0,2,0,1
RBU36057,Turnhout,2300,217000,,Flat,Sale,1,68,,0,0,8.0,,3,0,2,0,1
RBU36054,Turnhout,2300,192000,,Flat,Sale,1,59,,0,0,6.0,,3,0,2,0,1
RBU36053,Turnhout,2300,192000,,Flat,Sale,1,61,,0,0,6.0,,3,0,2,0,1
RBU36029,Turnhout,2300,207000,,Flat,Sale,1,65,,0,0,6.0,,3,0,2,0,1
RBU36026,Turnhout,2300,199000,,Flat,Sale,1,64,,0,0,6.0,,3,0,2,0,1
RBU33490,Berchem,2600,975,,FlatStudio,Rent,,60,,0,0,5.0,,2,0,2,0,1
RBU33287,Mechelen,2800,220000,,Flat,Sale,2,103,,0,0,,,3,0,0,0,1
RBU32488,Vorst,2430,250000,,Flat,Sale,1,89,,0,0,10.0,,,0,2,0,1
RBU32487,Herentals,2200,249000,,Flat,Sale,2,108,,0,0,,,3,0,1,0,1
RBU30258,Koningshooikt,2500,970000,1,Mansion,Sale,6,390,,0,0,30.0,1900.0,4,0,0,1,1
RBU29991,Hove,2540,195000,,Duplex,Sale,2,95,,0,0,,,,0,1,0,0
RBU05582,Herentals,2200,159000,,Flat,Sale,1,50,,0,0,,,2,0,1,0,1
RBU27647,Ravels,2380,449000,1,House,Sale,3,269,,0,0,,,3,0,,1,1
RBU27452,Poederlee,2275,349000,1,House,Sale,5,201,,0,0,,,4,0,0,1,1
RBU20074,Olen,2250,530000,1,House,Sale,3,184,,0,0,,,4,0,2,1,1
RBU19503,Muizen,2812,518500,1,House,Sale,3,167,,0,0,,,3,0,2,1,0
RBU19502,Muizen,2812,505000,1,House,Sale,3,169,,0,0,,,3,0,2,1,0
RBU19501,Muizen,2812,473000,1,House,Sale,3,144,,0,0,,,3,0,2,1,0
RBU19500,Muizen,2812,494500,1,House,Sale,3,167,,0,0,,,2,0,2,1,0
RBU19499,Muizen,2812,481000,1,House,Sale,3,169,,0,0,,,2,0,2,1,0
RBU19498,Muizen,2812,453000,1,House,Sale,3,138,,0,0,,,2,0,2,1,0
RBU17313,Mechelen,2800,775000,1,House,Sale,4,205,,0,0,,,4,0,1,1,0
RBU17311,Willebroek,2830,299000,1,House,Sale,2,99,,0,0,,103.0,2,0,1,1,1
RBU17309,Sint-Katelijne-Waver,2860,449000,1,House,Sale,4,160,,0,0,,,4,0,0,1,1
RBU17281,Mechelen,2800,420000,1,House,Sale,4,150,,0,0,,,2,0,1,1,1
RBU17271,Mechelen,2800,380000,,Duplex,Sale,5,199,,0,0,,,2,0,0,0,1
RBU17254,Mechelen,2800,749000,1,House,Sale,6,535,,0,0,,,2,0,1,1,1
RBU16939,Herselt,2230,635000,1,House,Sale,2,246,,0,0,,,4,0,2,1,1
RBU16246,Geel,2440,325000,1,House,Sale,2,167,,0,0,,,2,0,0,0,0
RBU16230,Westmeerbeek,2235,249000,1,House,Sale,2,105,,0,0,,,4,0,1,1,1
RBU16077,Poederlee,2275,425000,1,House,Sale,5,258,,0,0,,,4,0,0,1,1
RBU04687,Willebroek,2830,250000,,Flat,Sale,3,86,,0,0,,,2,0,2,0,1
RBU02851,Herentals,2200,149000,,Flat,Sale,2,99,,0,0,5.0,,2,0,0,0,1
RBU01222,Geel,2440,115000,1,House,Sale,1,71,,0,0,,,3,0,0,1,0
RBU01198,Geel,2440,699000,1,House,Sale,5,279,,0,0,,,4,0,0,1,0
RBU00670,Hoogstraten,2320,419000,,Flat,Sale,2,142,,0,0,,,,0,,1,1
RBU00667,Hoogstraten,2320,425000,,Flat,Sale,2,125,,0,0,,,,0,,1,1
RBU00657,Beerse,2340,1195000,,Flat,Sale,12,530,,0,0,,,4,0,1,1,1
RBU00028,Brecht,2960,865,,Flat,Rent,2,95,,0,0,,,4,0,1,0,1
RBT99487,Lille,2275,339000,1,House,Sale,3,162,,0,0,,,4,0,1,0,1
RBT96950,Herentals,2200,215000,1,House,Sale,2,216,,0,0,,,2,0,0,0,1
RBT90731,Kessel,2560,420000,,Flat,Sale,3,133,,0,0,52.0,,3,0,1,0,1
RBT88116,Edegem,2650,275000,,GroundFloor,Sale,2,71,,0,0,,,,0,,0,0
RBT71341,Kasterlee,2460,349000,1,House,Sale,3,182,,0,0,,,4,0,0,1,1
RBT21777,Breendonk,2870,335000,,Flat,Sale,2,97,1,0,0,4.0,,3,0,1,0,1
RBT63803,Boechout,2530,395000,1,House,Sale,3,154,,0,0,,,,0,1,1,0
RBT38074,Hoogstraten,2320,625000,1,House,Sale,4,180,1,0,0,,,2,0,,0,0
RBJ47830,Vorselaar,2290,454000,1,House,Sale,3,149,,0,0,,,4,0,2,1,1
RBJ47829,Vorselaar,2290,457000,1,House,Sale,3,149,,0,0,,,4,0,2,1,1
RBS26225,Antwerp,2000,2900,,Flat,Rent,1,65,1,1,0,,,2,0,2,0,0
RBR94807,Breendonk,2870,550000,1,House,Sale,3,178,,0,0,,,3,0,2,1,0
RBR94806,Breendonk,2870,495000,1,House,Sale,3,186,,0,0,,,2,0,2,1,0
RBR93807,Herenthout,2270,265000,,Flat,Sale,1,82,1,0,0,13.0,,3,0,2,0,1
RBR90702,Vosselaar,2350,380000,,Flat,Sale,2,94,1,0,0,25.0,,3,0,2,0,1
RBR90700,Vosselaar,2350,292000,,GroundFloor,Sale,1,73,1,0,0,42.0,,3,0,2,0,1
RBR90699,Vosselaar,2350,381000,,GroundFloor,Sale,2,106,1,0,0,20.0,,3,0,2,0,1
RBR90698,Vosselaar,2350,405000,,Flat,Sale,2,112,1,0,0,27.0,,3,0,2,0,1
RBI70790,Puurs-Sint-Amands,2870,314000,,Flat,Sale,2,99,,0,0,28.0,,2,0,2,1,1
RBI70785,Puurs-Sint-Amands,2870,289000,,Flat,Sale,2,99,,0,0,12.0,,2,0,2,1,1
RBU57413,Merksem,2170,305000,,Flat,Sale,2,88,,0,0,5.0,,2,0,2,0,1
RBU57411,Merksem,2170,310000,,Flat,Sale,2,88,,0,0,5.0,,2,0,2,0,1
RBU57410,Merksem,2170,315000,,Flat,Sale,2,88,,0,0,5.0,,2,0,2,0,1
RBU57409,Deurne,2100,265000,,Flat,Sale,2,88,,0,0,6.0,,2,0,1,0,1
RBU57407,Merksem,2170,387000,1,House,Sale,3,180,,0,0,,55.0,3,0,1,1,0
RBU57340,Wilrijk,2610,219000,,Flat,Sale,2,86,,0,0,,,2,0,1,0,1
RBU57339,Antwerp,2060,399000,1,House,Sale,3,152,,0,0,,,2,0,1,0,1
RBU57212,Itegem,2222,565000,1,House,Sale,4,209,,0,0,,,4,0,1,1,1
RBU57204,Kalmthout,2920,1375,1,House,Rent,3,132,,0,0,,,2,0,2,1,0
RBU57202,Boom,2850,219000,,Flat,Sale,2,77,,0,0,8.0,,2,0,,0,1
VBA39285,Antwerp,2018,1890,,Flat,Rent,,,,1,0,,,,0,,0,1
RBU57184,Muizen,2812,595000,1,House,Sale,3,195,,0,0,,,3,0,2,1,1
RBU28414,Hoboken,2660,179000,1,House,Sale,2,81,,0,0,8.0,,2,0,0,1,1
RBU57168,Mol,2400,319000,1,House,Sale,3,,,0,0,,,,0,,1,1
RWC41083,Antwerp,2000,659500,,Flat,Sale,3,115,,0,0,,,,0,2,0,1
RBU57140,Puurs,2870,750,,Flat,Rent,1,90,,0,0,,,,0,,0,0
RWC41081,Westerlo,2260,595000,1,House,Sale,5,233,,0,0,32.0,630.0,4,0,2,1,1
RBU57069,Willebroek,2830,369000,1,House,Sale,4,137,,0,0,,203.0,2,0,1,1,0
RBU57068,Antwerp,2050,965,,Flat,Rent,2,78,,0,0,,,,0,,0,0
RBU57014,Vorselaar,2290,425000,1,House,Sale,4,209,,0,0,,,4,0,1,1,1
RBU57007,Pulle,2243,599000,1,House,Sale,4,371,,0,0,40.0,873.0,4,0,0,1,1
RBU57006,Koningshooikt,2500,549000,,Penthouse,Sale,2,159,,0,0,114.0,,4,0,2,0,1
RBU57005,Mechelen,2800,219000,,Flat,Sale,2,75,,0,0,,,2,0,1,0,1
RBU56995,Schoten,2900,519000,1,House,Sale,2,134,,0,0,,,4,0,1,1,1
RBU56992,Duffel,2570,333000,1,House,Sale,3,195,,0,0,,,,0,0,1,1
RBU56987,Kontich,2550,157000,,Flat,Sale,1,56,1,0,0,10.0,,2,1,2,0,1
RBT83843,Laakdal,2430,248000,,Flat,Sale,2,77,,0,0,90.0,,,0,2,1,1
RBU56975,Mechelen,2800,1150,,Flat,Rent,2,110,,0,0,5.0,,,0,1,0,1
RBU56973,Ekeren,2180,419000,1,House,Sale,5,189,,0,0,20.0,78.0,,0,1,1,1
RBU56972,Bornem,2880,595000,1,House,Sale,6,248,,0,0,,,,0,1,0,0
RBU56961,Antwerp,2020,175000,,Flat,Sale,2,67,,0,0,3.0,,,0,,0,1
RBU56959,Heist-op-den-Berg,2220,398000,,Flat,Sale,2,91,,0,0,6.0,,3,0,2,0,1
RBU56956,Mechelen,2800,1255,,Penthouse,Rent,2,98,1,0,0,10.0,,2,0,2,0,1
RBU56954,Beerzel,2580,748000,1,House,Sale,3,276,,0,0,,,4,0,1,1,1
RBU56941,Mol,2400,359000,,Flat,Sale,2,130,,0,0,,,,0,,0,1
RBU56935,Mol,2400,495000,1,House,Sale,3,271,1,0,0,,,3,0,2,1,1
RBU56922,Putte,2580,1100000,1,Villa,Sale,5,358,,0,0,,,4,1,,1,0
RBU56904,Herentals,2200,900,,Flat,Rent,2,64,,0,0,,,2,0,2,0,0
RBU56902,Itegem,2222,649000,1,House,Sale,7,439,,0,0,,,4,0,1,1,1
RBU56818,Merksem,2170,169000,,Flat,Sale,1,55,,0,0,12.0,,2,0,1,0,1
RBU56372,Geel,2440,485000,1,House,Sale,3,200,1,0,0,,,4,0,1,1,1
RBU56345,Hoboken,2660,315000,,Flat,Sale,2,85,,0,0,,,,0,,1,1
RBU56329,Geel,2440,297500,,Flat,Sale,2,104,,0,0,6.0,,,0,2,0,1
RBU56328,Geel,2440,297500,,Flat,Sale,2,104,,0,0,17.0,,,0,2,0,1
RBU56243,Antwerp,2018,1800,,Flat,Rent,2,102,,1,0,8.0,,3,0,2,1,1
RBU56237,Sint-Katelijne-Waver,2860,569000,1,House,Sale,3,206,1,0,0,,242.0,3,0,2,1,1
RBU56176,Hoogstraten,2320,525000,1,House,Sale,4,206,,0,0,,,2,0,2,1,1
RBU56175,Onze-Lieve-Vrouw-Waver,2861,690000,1,House,Sale,4,203,,0,0,,,4,0,0,1,0
RBU56174,Beerzel,2580,520000,1,House,Sale,4,260,,0,0,,,3,0,2,1,1
RBU56173,Lier,2500,348000,,Flat,Sale,2,93,,0,0,,,2,0,,1,1
RBU56164,Heist-op-den-Berg,2220,475000,1,House,Sale,4,243,,0,0,,,,0,,1,0
RBU56163,Onze-Lieve-Vrouw-Waver,2861,248000,1,House,Sale,3,232,,0,0,,,2,0,0,1,0
RBU56162,Schriek,2223,835000,1,House,Sale,5,305,,0,0,,,4,0,2,1,1
RBU56158,Koningshooikt,2500,295000,,Flat,Sale,,97,,0,0,,,,0,,1,1
RBU56157,Sint-Katelijne-Waver,2860,345000,1,House,Sale,3,148,,0,0,,,3,0,0,1,1
RBU56155,Herselt,2230,195000,1,House,Sale,3,150,1,0,0,,,2,0,0,0,1
RBU56154,Herselt,2230,275000,1,House,Sale,3,174,1,0,0,,,2,0,0,1,0
RBU56110,Antwerp,2018,499000,,Flat,Sale,3,116,,0,0,7.0,,,0,2,1,1
RBU56108,Koningshooikt,2500,395000,1,House,Sale,3,221,,0,0,,,4,0,0,1,1
RBU56091,Boom,2850,176000,1,House,Sale,1,64,,0,0,,,2,0,,0,0
RBU56086,Borgerhout,2140,285000,,Flat,Sale,2,75,1,0,0,,,2,0,,0,0
RBU56084,Antwerp,2060,179000,,Flat,Sale,1,47,,0,0,,,2,0,,0,1
RBU56081,Antwerp,2060,179000,,Flat,Sale,1,47,,0,0,,,2,0,,0,0
RBU56080,Antwerp,2060,179000,,Flat,Sale,1,46,,0,0,,,2,0,,0,0
RBU56078,Antwerp,2060,197000,,Flat,Sale,1,68,,0,0,,,2,0,,1,1
RBU56059,Burcht,2070,399000,1,House,Sale,4,157,,0,0,40.0,40.0,2,0,1,1,1
RBU56056,Mechelen,2800,280000,1,House,Sale,3,129,,0,0,10.0,28.0,,0,0,1,1
RBU56052,Antwerp,2018,900,,Flat,Rent,1,90,,0,0,5.0,,,0,1,0,1
RBU56051,Boom,2850,215000,,Flat,Sale,2,76,,0,0,5.0,,,0,1,0,1
RBU56050,Boom,2850,225000,,Flat,Sale,2,76,,0,0,,38.0,,0,1,1,0
RBU56042,Antwerp,2050,235000,,Flat,Sale,2,90,,0,0,4.0,,,0,,0,1
RBU55988,Geel,2440,245000,,Flat,Sale,2,85,,0,0,,,,0,,0,1
RBU55984,Aartselaar,2630,495000,1,Bungalow,Sale,2,240,1,0,0,,434.0,4,0,1,1,1
RBU55966,Duffel,2570,195000,1,House,Sale,3,134,,0,0,,,2,0,,1,0
RBU55965,Kontich,2550,575000,1,House,Sale,3,284,,0,0,,,3,0,,1,0
RBU63264,Aalst,9300,1060,,Duplex,Rent,2,140,,0,0,,,,0,2,0,1
RBU63097,Bazel,9150,1184,,Flat,Rent,1,55,,0,0,,,2,0,1,0,1
RBU63087,Schorisse,9688,650000,1,MixedBuilding,Sale,1,200,1,0,0,,,3,0,2,1,1
RBU62977,Zwalm,9630,169000,1,House,Sale,3,120,,0,0,,,,0,0,1,0
RBU62441,Voorde,9400,549000,1,House,Sale,3,200,,0,0,120.0,600.0,,1,2,1,1
RBU61997,Bazel,9150,298000,1,House,Sale,2,,,0,0,,,2,0,,1,1
RBU61494,Herzele,9550,379000,1,House,Sale,2,160,,0,0,45.0,517.0,,0,2,1,1
RBU61377,Astene,9800,445000,1,House,Sale,4,217,,0,0,,,,0,,1,0
RBU61244,Gent,9000,1075,,Flat,Rent,2,99,,0,0,,,,0,2,0,1
RBU60206,Ronse,9600,125000,1,House,Sale,3,125,1,0,0,,,4,0,0,1,1
RBU59338,Gent,9000,325000,,Flat,Sale,2,101,,0,0,,,,0,,0,1
RBU59254,Waarschoot,9950,489781,1,House,Sale,3,180,,0,0,32.0,,3,0,2,1,1
RBU59253,Waarschoot,9950,426817,1,House,Sale,3,162,,0,0,15.0,,2,0,2,1,1
RBU58960,Gent,9000,310000,,Flat,Sale,2,90,,0,0,,,,0,,0,1
RBU58563,Haasdonk,9120,698000,1,House,Sale,4,225,,0,0,,,3,0,2,1,1
RBU66384,Ninove,9400,399000,1,House,Sale,4,170,1,0,0,,,2,0,2,1,1
RBU66375,Ninove,9400,225000,1,House,Sale,2,397,,0,0,,84.0,,0,0,1,0
RBU66370,Gent,9000,1975,,Flat,Rent,3,169,1,1,0,5.0,,2,0,2,0,1
RBU66362,Sint-Lievens-Houtem,9520,497500,1,House,Sale,3,165,1,0,0,,,4,0,2,1,1
RBU66361,Sint-Lievens-Houtem,9520,414500,1,House,Sale,3,149,1,0,0,,,3,0,2,1,1
RBU66360,Sint-Lievens-Houtem,9520,492500,1,House,Sale,3,177,1,0,0,,,4,0,2,1,1
RBU66359,Sint-Lievens-Houtem,9520,487500,1,House,Sale,3,172,1,0,0,,,4,0,2,1,1
RBU66358,Oudenaarde,9700,323000,,Flat,Sale,1,77,1,0,0,6.0,,3,0,2,0,1
RBU66357,Oudenaarde,9700,425000,,Flat,Sale,2,106,1,0,0,14.0,,3,0,2,0,1
RBU66356,Oudenaarde,9700,401500,,Flat,Sale,2,97,1,0,0,13.0,,3,0,2,0,1
RBU66355,Oudenaarde,9700,415000,,Flat,Sale,2,102,1,0,0,7.0,,3,0,2,0,1
RBU66354,Oudenaarde,9700,479000,,Flat,Sale,3,110,1,0,0,15.0,,3,0,2,0,1
RBU66353,Oudenaarde,9700,560900,,Flat,Sale,3,130,1,0,0,12.0,,3,0,2,0,1
RBU66352,Oudenaarde,9700,315000,,Flat,Sale,1,74,1,0,0,6.0,,3,0,2,0,1
RBU66351,Oudenaarde,9700,375375,,Flat,Sale,2,95,1,0,0,5.0,,3,0,2,0,1
RBU66350,Oudenaarde,9700,395000,,Flat,Sale,2,95,1,0,0,6.0,,3,0,2,0,1
RBU66349,Oudenaarde,9700,494500,,Flat,Sale,3,120,1,0,0,21.0,,3,0,2,0,1
RBU66348,Oudenaarde,9700,335000,,Flat,Sale,1,75,1,0,0,12.0,,3,0,2,0,1
RBU66347,Oudenaarde,9700,512000,,Flat,Sale,2,117,1,0,0,14.0,,3,0,2,0,1
RBU66345,Oudenaarde,9700,589000,,Flat,Sale,3,131,1,0,0,26.0,,3,0,2,0,1
RBU66344,Oudenaarde,9700,395500,,Flat,Sale,2,98,1,0,0,13.0,,3,0,2,0,1
RBU66325,Aalst,9300,220000,,Flat,Sale,2,100,,0,0,,,,0,2,1,1
RBU66319,Evergem,9940,350000,,Flat,Sale,2,101,,0,0,,,2,0,2,0,1
RBU66318,Evergem,9940,365000,,Flat,Sale,2,113,,0,0,,,2,0,2,0,1
RBU66317,Evergem,9940,355000,,Flat,Sale,2,113,,0,0,,,2,0,2,0,1
RBU66316,Evergem,9940,310000,,Flat,Sale,1,90,,0,0,,,2,0,2,0,1
RBU66315,Evergem,9940,360000,,Flat,Sale,2,98,,0,0,,,2,0,2,0,1
RBU66314,Evergem,9940,380000,,Flat,Sale,2,110,,0,0,,,2,0,2,0,1
RBU66313,Evergem,9940,375000,,Flat,Sale,2,113,,0,0,,,2,0,2,0,1
RBU66312,Evergem,9940,360000,,Flat,Sale,2,101,,0,0,,,2,0,2,1,1
RBU66306,Denderhoutem,9450,125000,1,House,Sale,1,80,,0,0,,,2,0,0,1,1
RBU66305,Denderhoutem,9450,205000,,Flat,Sale,1,65,,0,0,,,,0,1,0,1
RBU66304,Outer,9406,485000,1,House,Sale,4,195,,0,0,,,3,0,1,1,1
RBU66303,Denderhoutem,9450,259000,1,House,Sale,5,175,,0,0,,,3,0,0,1,1
RBU66302,Geraardsbergen,9500,499000,1,House,Sale,5,369,1,0,0,20.0,1289.0,4,0,2,1,1
RBU66262,Oosterzele,9860,499000,1,House,Sale,4,214,,0,0,,,4,0,2,1,1
RBU66255,Nederhasselt,9400,414000,1,House,Sale,3,160,1,0,0,,,3,0,2,1,1
RBU66254,Deinze,9800,1350,1,House,Rent,3,200,,0,0,,,,0,2,1,1
RBU66253,Eeklo,9900,249000,1,House,Sale,3,153,,0,0,,,2,0,0,1,1
RBU66215,Aalst,9300,260000,1,House,Sale,4,230,1,0,0,4.0,,2,0,1,0,1
RBU66213,Erembodegem,9320,279000,,Flat,Sale,2,110,1,0,0,7.0,,3,0,2,0,1
RBU66187,Sint-Amandsberg,9040,1350,1,House,Rent,3,195,,0,0,,80.0,2,0,1,1,1
RBU66185,Erembodegem,9320,225000,1,House,Sale,3,158,,0,0,,,3,0,0,1,0
RBU66181,Beervelde,9080,448500,1,House,Sale,4,210,,0,0,,,4,0,0,1,1
RBU66180,Zeveneken,9080,374673,,Flat,Sale,2,96,,0,0,20.0,100.0,,0,2,1,1
RBU66179,Zeveneken,9080,260000,,Flat,Sale,1,60,,0,0,5.0,,,0,2,1,1
